delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-4,-5,0,0,0,0,0,0,-4,-5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0
-6,-1,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0
-6,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
-9,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-5,1,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,1
-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0
-2,-1,0,0,0,0,0,0,-5,-1,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1
15,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-5,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0
-4,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
-6,-1,0,0,0,0,0,0,-7,-2,0,0,0,0,0,0,0
-4,-1,0,0,0,0,0,0,-5,1,0,0,0,0,0,0,1
-4,-2,0,0,0,0,0,0,-3,-2,0,0,0,0,0,0,0
8,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
-2,3,0,0,0,0,0,0,-4,-1,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1
1,2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,1
-8,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1
-1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,1
0,2,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,1
-3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
-4,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0
4,3,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0
