delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,state
1269997,96456,42749,10669,31108,21396,14935,6116,547942,137901,16178,14634,8525,10311,9352,3819,1791095,-3395,58093,4651,34800,20333,10572,596,-346985,-79495,-4952,-12582,10365,1837,593,3997,easy
12634,10191,10066,6744,9028,26369,9995,6712,56701,15120,2847,7893,5022,11595,4024,4309,-42838,-11152,42,1309,6826,14824,3981,753,-45296,1294,14396,-3608,1185,14723,7960,4052,difficult
773037,75695,25085,8577,4323,16174,6147,4621,1251284,100081,31273,17885,13735,11901,5945,6636,-1155812,-34825,-10644,-11800,-8418,-8326,-3423,-3641,199318,-13948,-1732,-6817,-10407,16871,3827,-389,easy
1118227,200601,9569,16469,10131,54056,22983,14829,6157,4416,4644,3139,7317,11526,6271,6877,1682438,373040,10803,26611,3818,69891,12406,11255,541701,19329,-954,48,1809,15168,21018,4649,difficult
3179,6564,4211,5405,7902,25076,9629,8563,43094,8341,1537,2281,8149,16512,6984,4175,-40737,-1830,2220,1794,-1346,13043,4434,2277,-39093,-1724,3127,4454,851,4084,855,6498,easy
818232,159818,148705,81809,38420,57907,15863,8016,201303,16856,6252,9797,10762,31027,10868,5584,459909,184497,130416,98447,47781,28464,8124,4887,773949,101426,154489,45576,7535,25296,1866,-23,difficult
65244,43057,11833,2171,3648,12873,6000,2868,827349,73570,17301,11145,18109,35354,9698,9679,-754961,-17995,-1645,-7859,-12503,-19862,-6839,-7490,-769249,-43032,-9292,-10090,-16420,-25101,-558,-6132,easy
461125,206639,24422,9973,17938,29581,9705,7738,588599,88385,59759,12388,31190,14067,6549,4552,-449340,-79254,-55248,-5045,-26107,-3422,-1940,1035,194392,315762,-15426,215,-397,34449,8252,5336,difficult
446394,42502,6414,2470,3466,2927,2206,1720,149791,29534,7852,5582,4752,15352,4484,3247,682866,-1506,-3587,-2316,-1613,-11748,-1344,-1219,-89660,27442,711,-3909,-960,-13103,-3212,-1836,easy
102834,55053,11621,5111,7443,8687,2871,2461,224227,12673,3463,3896,2088,8279,3674,1895,-179076,72715,1991,1410,8865,-2978,-1298,-745,-63710,12044,14325,1020,1845,3794,-309,1877,difficult
36363,19924,8611,5239,5900,17835,12544,4179,222359,48553,13886,16347,24916,21705,8410,14882,-191957,-16210,-133,-10819,-15280,-2629,14400,-9149,-180036,-41049,-10417,-11398,-22753,-5112,-6133,-12258,easy
148272,32913,13259,11028,19610,25379,11474,4306,57364,19186,7724,14464,8633,37345,11675,6206,76757,25644,4332,-407,25398,-176,6437,1202,105059,1809,6738,-6465,-3445,-23757,-6839,-5002,difficult
64761,3873,3573,8469,4501,11211,3485,3435,172922,58333,21749,11048,13016,25117,21719,13425,-110188,-54396,-17384,4513,-8835,-9486,-16981,-7660,-106134,-54525,-18968,-9672,-8195,-18326,-19488,-12321,easy
225333,47102,10493,23086,11780,11984,7587,3578,212126,215424,19337,12496,7614,15295,4753,2464,150727,-160766,-9813,-2010,-2141,-10843,-2024,-509,-124314,-175879,-7875,23190,10473,4221,7691,2737,difficult
63932,17034,8435,3359,2247,2407,2002,922,98788,19950,1384,4159,5989,13412,4238,1979,-48386,3808,14170,2101,-2839,-9943,-1675,-916,-21327,-9640,-69,-3701,-4645,-12067,-2798,-1199,easy
1584479,164332,32019,21129,32622,30319,10365,9116,250127,57947,15070,10558,9544,10174,11832,4315,-85197,44925,9847,5776,22734,18701,3874,6387,2753901,167844,24050,15365,23421,21589,-6809,3215,difficult
1723285,95920,16582,14903,22379,25587,4894,3743,625478,99854,15876,25548,14087,10963,8155,6311,1044116,-28,-7281,-20351,-5754,667,-5133,-3515,1151498,-7840,8693,-940,22337,28581,-1390,-1622,easy
250409,160246,87059,29138,14927,25590,10096,7686,415734,75354,5444,4231,13375,28450,10953,6179,-244264,156690,148117,47062,5033,11950,-3814,1552,-86386,13093,15112,2752,-1930,-17670,2100,1461,difficult
29464,34104,13998,10502,7536,4029,817,798,44458,7546,4372,3541,6452,7960,2685,3341,-20258,6358,5855,8661,-586,-3900,-1917,-2566,-9731,46758,13397,5261,2754,-3962,-1820,-2521,easy
588245,75768,10827,9266,8780,6897,2277,2171,277981,142649,27446,17459,11897,35737,6412,9946,-182516,-97789,-16811,-8466,-5309,-34153,-5061,-9368,803043,-35974,-16428,-7921,-926,-23527,-3210,-6183,difficult
52482,8201,6923,6112,17288,17018,10590,8750,343648,122350,6774,5761,37579,17498,8166,6882,-249834,-114950,3625,-1674,-35250,-857,-3392,-4394,-332499,-113349,-3328,2375,-5332,-103,8240,8129,easy
103697,57769,6805,4656,3998,3870,1331,1333,145467,9697,4393,7651,2447,3975,1963,1154,-68701,6276,2773,-4305,-443,879,-1038,186,-14840,89867,2051,-1685,3545,-1089,-227,171,difficult
87690,47393,35754,16837,13461,32591,9475,5085,241288,129792,12431,7486,7754,19777,5392,4645,-216256,-98708,8104,9832,12844,-72,1327,424,-90940,-66090,38541,8869,-1430,25699,6839,456,easy
155472,93287,26623,15563,13821,16948,5480,3259,645776,50147,9877,11980,10599,18410,8780,3838,-637837,-48354,-4399,-7258,-330,3324,-1497,-1961,-342772,134634,37891,14423,6773,-6248,-5103,802,difficult
55987,24478,20527,13572,8278,25153,13440,5746,123731,50684,5316,6658,6003,5396,2120,1566,-101959,-4604,25454,11585,8294,38134,12980,7650,-33530,-47808,4967,2242,-3744,1380,9660,710,easy
25869,13792,11070,3726,7411,9634,3840,1533,18842,26075,8544,12633,5509,6371,2416,2081,-12107,-19146,12167,-7586,7122,10461,3933,337,26161,-5420,-7115,-10228,-3318,-3936,-1086,-1433,difficult
77140,11337,2221,1234,3086,5336,3078,2241,528436,31730,6723,12219,4022,17584,7047,6125,-409653,-24466,-5025,-10433,493,-13865,-1786,-2630,-492940,-16320,-3980,-11537,-2366,-10631,-6153,-5138,easy
151570,103718,42749,32515,55034,9818,10446,2920,89781,31758,12661,8167,5588,6358,2002,925,170056,143681,26138,31865,52688,3692,9701,1448,-46479,239,34038,16831,46203,3227,7186,2541,difficult
105649,25110,7476,4958,10093,10305,2585,2519,219978,77133,6208,6098,7762,5792,1933,1533,-124979,-48945,-1938,-1412,-229,7648,1536,2311,-103680,-55101,4474,-869,4890,1377,-233,-339,easy
66541,21331,7564,1575,6328,1614,1241,521,420881,33447,8659,10496,6662,7497,1622,1368,-385254,-29031,-5912,-8530,1117,-6214,-684,-792,-323427,4799,3722,-9313,-1786,-5553,-79,-902,difficult
176916,22278,29213,8640,9324,13680,6410,6203,842472,76797,20258,27690,18229,24292,13165,5947,-834180,-65241,-17176,-21458,-12765,-19220,-10698,-3098,-496932,-43798,35085,-16643,-5045,-2004,-2813,3610,easy
116523,17239,5981,1460,2501,2280,569,320,11849,16244,5032,6713,6849,6676,3226,1652,147586,-7459,-3174,-5473,-6415,-5633,-2724,-1568,61762,9449,5072,-5033,-2281,-3159,-2590,-1096,difficult
973034,213101,12100,18922,9972,29096,12536,9807,54606,55517,3862,4436,17776,12542,8943,7725,511634,317763,12659,17980,-6845,8671,1434,3237,1325222,-2596,3816,10992,-8763,24437,5752,926,easy
856824,108912,32799,3501,16712,5388,4706,1137,612610,60014,24983,13166,13456,4530,2050,2040,-546325,-24599,-24239,-11710,-11847,-3599,-1861,-1360,1034753,122394,39870,-7621,18359,5314,7172,-446,difficult
262390,51563,2917,10072,7276,8158,7175,3415,183026,25250,5317,2629,4941,21079,9967,5530,292450,46622,-3112,9329,6755,-11930,-103,273,-133722,6003,-1689,5556,-2086,-13913,-5481,-4504,easy
41918,20823,5046,894,2940,3060,1748,929,204133,38566,16527,6562,8631,4823,2122,1742,-198742,-36388,-16005,-5471,-6528,-2686,-988,-922,-125688,902,-6958,-5865,-4855,-840,240,-705,difficult
230585,26261,3726,9364,13927,20876,4058,6344,88382,20424,5836,8102,6528,7526,4697,2267,-32801,-19093,-3689,-3168,-5566,-5317,-4146,-1788,317206,30767,-532,5692,20363,32017,2867,9941,easy
999724,170558,50587,23777,10035,36821,18062,10493,438031,67407,14535,10236,14708,14676,5423,5305,-218017,-27930,-12949,-9082,-5757,8045,-675,-1239,1341402,234232,85053,36164,-3589,36244,25952,11615,difficult
69100,5571,2767,2100,7955,18052,6220,1784,29800,6584,4921,4495,5272,5119,4914,3467,-17038,-4197,-4454,-2508,-1309,10530,-2656,-2442,95637,2171,146,-2282,6674,15336,5267,-925,easy
56721,13308,1912,8633,4337,7349,2752,1905,426385,74077,45018,9474,5774,21894,12859,7168,-323764,-68069,-43932,-7551,-3523,-19880,-12341,-6915,-415564,-53469,-42281,5868,648,-9210,-7873,-3611,difficult
502871,104219,19984,9355,13592,4983,1777,1338,641118,92820,28776,11578,14804,13078,5522,3942,178608,6197,-21746,-748,-7743,-7443,-3137,-2626,-455103,16600,4161,-3699,5318,-8748,-4354,-2583,easy
244292,111453,16544,5787,7053,27183,7107,3889,817685,67227,74764,35786,11627,12622,3805,3131,-650434,86066,-63463,-26538,-2925,29256,9199,3719,-496353,2386,-52978,-33461,-6223,-135,-2595,-2204,difficult
35277,23158,5531,2408,5584,5654,1397,1291,353683,121779,8941,5195,11642,4002,2682,3386,-329189,-103150,-1724,-3379,-5513,341,-531,-2192,-307624,-94092,-5097,-2195,-6604,2962,-2040,-1998,easy
59407,50992,5713,1157,4114,3515,2064,866,594415,81480,12040,17235,12478,16000,6574,3244,-519986,-46613,-11176,-16434,-10275,-14304,-5899,-2857,-550031,-14363,-1478,-15723,-6453,-10667,-3122,-1899,difficult
