delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
1165349,125977,30226,15426,19467,12486,6365,6467,253464,65074,26709,13538,21273,13934,8114,6071,1353256,117576,3417,7610,-8316,-529,-3380,-3618,794704,59851,9591,576,19270,4925,3395,7111,587696,5283,-2458,-2523,-16372,-8741,-5263,-2306,easy
80642,33870,7667,7368,5453,4109,3506,1598,116729,62438,15077,20674,8594,6852,2839,3252,-94189,-17413,-5990,-12582,-2086,-3859,-2141,-2134,-83676,-26111,-3623,-9031,-2305,136,5753,-359,69603,-42181,-12616,-18306,-5033,-4505,-1612,-2468,difficult
371397,151979,20116,27938,20970,14557,9682,3617,355299,83040,58793,14172,8836,9749,7922,3565,-138608,203042,-56190,-3324,3352,10220,-55,1214,454028,71862,-19513,11624,17447,3154,3086,503,-267127,-68087,-40327,32997,15603,1049,2249,-1562,easy
268671,69327,16461,7661,18100,10619,5388,2301,304958,55471,15785,8927,5993,5885,2234,970,-100501,-23986,-7044,-4780,1200,-2204,140,409,-207629,-11242,20930,-5670,6642,-217,-607,125,199270,76795,-11859,6652,28478,16623,9930,3459,difficult
337691,49674,7137,16086,13296,5598,3839,1043,73165,126636,14979,9833,20386,19319,5835,5165,671245,-33372,-4206,28698,12401,-7267,2944,-3321,-34608,-118836,-11841,-8941,-18851,-16752,-4604,-4692,156940,-78677,-7480,-997,-14821,-17144,-4329,-4352,easy
1306801,159902,38941,46330,47658,49356,27009,6029,491248,218585,29130,13977,20617,23007,14743,11041,2157632,46962,35130,73164,86167,53694,45037,-1439,634127,-81314,8886,2755,3194,34079,587,-5183,-345099,-141697,-14583,21140,-8238,-8727,-8825,-8413,difficult
178214,54986,24163,11819,10896,9953,3580,2103,1033767,131608,80196,55155,47440,49755,25147,11210,-967360,-108265,-73683,-52292,-46118,-48122,-24690,-10789,-751127,-65140,-60679,-31134,-37231,-44119,-19679,-7664,-848171,-56462,-33736,-46582,-26284,-27165,-20333,-8867,easy
86487,20289,47494,15914,8037,4169,1103,982,293219,51075,7908,10775,10632,9327,2902,1327,-71169,-19344,8208,-9531,-3015,-7505,-1773,-913,-283840,-39431,103871,10849,-8422,-5771,-1597,-679,-265187,-33584,6680,14100,3652,-2197,-2028,558,difficult
507204,242806,91427,25320,40428,23491,15662,13820,123468,26303,7279,5907,6366,3892,1997,2427,149113,-12385,-3263,6266,7683,2516,39,-431,582018,626066,166847,42912,60309,37362,21260,25913,420078,35827,88860,9062,34193,18920,19695,8696,easy
647505,273939,36979,44751,33832,24140,16368,9164,293579,71810,24594,23006,13627,12773,4916,2419,36490,95867,15226,6689,9847,9338,1669,4065,416938,352396,24235,42126,25599,29289,25458,12718,608351,158123,-2305,16419,25169,-4525,7229,3453,difficult
74715,35719,9586,8717,3715,6949,1668,838,258177,45129,12805,5412,6543,5370,4619,2048,-109868,19937,-4291,3165,-495,11097,-560,-161,-225309,-34002,-11640,-3155,-5007,-4062,-4275,-1867,-215210,-14165,6273,9906,-2983,-2299,-4018,-1603,easy
166694,30461,14858,4597,6010,6669,2351,1923,374273,21547,36863,9370,4730,5222,3753,1676,-368713,-10994,-21016,-6482,3506,2323,-2419,6,-96885,26833,-11765,-4205,1972,1933,-2766,-758,-157138,10902,-33234,-3631,-1637,86,978,1494,difficult
788458,82437,63792,15745,12666,9315,5601,2885,325902,74306,25517,13408,29512,24105,8412,7698,-199632,23021,35705,2824,-20153,-18415,-5488,-5257,-199632,23021,35705,2824,-20153,-18415,-5488,-5257,1786931,-21648,43416,1364,-10232,-7540,2543,-3924,easy
242429,26447,45692,32089,13819,12358,6063,2759,340537,31960,17787,6372,3936,8877,2062,1450,-21279,10866,20257,63866,10338,7359,6533,3320,-91969,-8261,74243,17010,15999,7934,5709,1498,-181076,-19144,-10785,-3725,3312,-4850,-239,-892,difficult
242302,40247,20394,11013,15598,9946,3958,3823,35233,21575,3335,2112,3143,2133,845,588,113317,6488,33418,7458,25434,13673,6639,5528,10060,18210,8673,12186,9119,8317,1711,3161,497829,31317,9087,7058,2812,1450,988,1016,easy
110229,36668,18040,4025,8730,6084,2167,1775,1038344,125738,53463,22627,17513,30428,11211,4417,-1010165,-113833,-48575,-20011,-16539,-29112,-10448,-3960,-955507,-77676,-31789,-17631,3679,-26333,-7719,-1182,-818672,-75700,-25904,-18163,-13490,-17586,-8965,-2784,difficult
321376,40885,29706,32749,16433,15516,10757,3678,516249,56214,27996,12906,14435,13055,9140,6715,-470362,-37796,-20955,-6781,-11532,-8369,-4943,-4867,-280823,-26135,10799,64156,2583,-4199,-4592,-4740,166566,17943,15286,2153,14942,19950,14387,495,easy
448421,113821,20539,24855,11962,8845,3852,2390,140013,104293,21272,22064,11333,13050,11683,8853,532614,123175,13047,30218,10337,6021,-2410,-3824,499849,-36559,2725,-10780,294,-9764,-10285,-7807,-107240,-58033,-17971,-11066,-8744,-8873,-10797,-7759,difficult
994289,109231,35712,27409,21243,15157,4220,4070,800066,120019,69252,58983,44715,26220,12965,5376,573982,-81486,-58650,-45938,-41123,-20829,-12204,-4456,-174149,-51731,-57024,-49795,-35958,-17491,-10296,-3447,182837,100854,15053,1012,6665,5131,-3735,3984,easy
258941,75578,14152,3188,6624,6859,949,1299,94182,26806,8509,7683,5601,3268,1058,876,-41742,-16331,-5157,-7484,-4464,-2556,-364,-694,-4051,28783,-463,-6854,1710,2898,-299,1079,540071,133863,22548,853,5823,10432,337,885,difficult
232318,52751,19095,9828,8373,3848,1887,2360,818893,492993,78316,58233,54588,28528,23825,16712,-382100,-453628,-40533,-49333,-50376,-24771,-22415,-14200,-702494,-435088,-72504,-51860,-46207,-25226,-22613,-14342,-675130,-432009,-64627,-44021,-42061,-24044,-20786,-14514,easy
157346,40608,10490,9457,4836,3130,927,590,42451,34251,22421,16720,20193,18942,4914,2811,15635,-28155,-18584,-9548,-16125,-16707,-4333,-2395,283253,39985,-8066,-14726,-13264,-15372,-3633,-2018,45797,7242,-9144,2485,-16682,-15356,-3996,-2250,difficult
505470,93175,16406,31001,13597,11682,5558,3686,706555,301368,95356,76853,120396,55986,21233,13032,-526014,-255759,-81820,-68506,-114805,-53202,-18108,-11516,-218635,-197714,-87604,-54909,-110019,-35669,-16109,-6240,141393,-171106,-67427,-14141,-95574,-44040,-12809,-10281,easy
484925,135088,29869,16716,10920,5392,7611,5316,239239,53859,10145,5516,8660,2316,2153,1300,623146,291415,62365,35367,16773,8309,17815,12668,42598,-3000,5505,1136,-3040,1222,-447,79,71314,-44727,-8698,-2902,-6954,-303,-995,-699,difficult
870567,83607,16711,9284,33210,14492,3488,3410,675511,81111,30827,19409,26934,13866,5425,5582,602993,39776,3388,-2651,39927,17781,1540,-1177,-209465,24638,-23775,-12512,-2674,-5369,-3403,-782,191639,-56927,-21961,-15211,-18424,-10535,-3949,-4556,easy
588308,120141,16084,19236,28457,23665,2696,2037,107264,34508,19682,9196,5616,6915,2718,4896,180870,-9161,-13624,-7383,-1920,-4181,-93,-3030,1308803,257438,11563,41234,60296,57301,1186,-1791,-46541,8623,-8733,-3730,10147,-2869,-1160,-3756,difficult
1368522,528917,78170,59200,38443,22854,15331,8614,302458,96523,7636,4501,14328,10872,8723,3029,-218204,-69357,22360,14261,2347,-3343,-5288,-1429,1951314,1351574,151400,135890,74095,38286,30212,18842,1465081,14966,37841,13947,-4096,1002,-5099,-658,easy
240911,97994,20513,26084,14320,8675,9368,3624,379024,92234,27621,28498,13281,6900,5565,6781,-328352,-80519,-24755,-26261,-11660,-5965,-5126,-6035,-304547,-63088,-21488,37240,3704,8944,12551,-1735,218559,160886,24919,-18220,11072,2345,3985,-1701,difficult
855073,44420,22356,16427,16706,12683,4057,3006,212462,67001,6967,4890,6272,2506,2061,834,1286117,25872,25690,23999,29197,26086,4502,5966,1915,-60148,13685,2958,897,4525,-139,-164,639800,-33468,6793,7653,1207,-81,1625,713,easy
621191,188246,89201,19898,18767,21137,9501,3509,231357,62820,41425,10864,16591,13728,1912,2893,339285,96757,-4512,18530,14953,19368,15778,354,-114514,-21147,9719,-1107,-5377,-4641,375,-1952,944732,300668,138120,9680,-3048,7501,6615,3447,difficult
234119,126102,27339,17720,15489,9981,6394,3144,251946,107925,12076,10292,13400,5577,2149,1991,9231,113570,34340,26405,856,12169,5762,1869,-137583,-67712,13820,1628,8306,2193,7507,2607,74870,8673,-2372,-5749,-2896,-1151,-533,-1017,easy
1196475,306582,55251,42864,31245,13844,8788,5066,187946,166876,35329,25609,21789,9814,5449,5013,1586074,140660,6267,63867,33184,-2824,8985,442,367164,32886,-12393,-11864,-5224,-4307,-2423,-2149,1072349,245572,65891,-238,409,19222,3456,1865,difficult
1320165,322350,97709,30295,79238,36350,17724,9621,1118733,190196,76775,91990,52790,80983,25270,11676,-77368,366238,60015,-35266,156742,-41398,-2921,-2079,-320515,-112508,-51369,-72537,-45444,-66307,-18847,-6863,1002179,142733,54157,-77282,-31953,-26193,-869,2778,easy
135450,69760,22336,24888,13143,8514,3583,1440,573955,202294,70772,18870,36236,21966,10611,4590,-516369,-157831,-66244,-16050,-30380,-19264,-7953,-3474,-297954,-64168,-21010,31908,-8957,-2595,-3925,-1763,-501192,-175604,-58054,2196,-29942,-18496,-9206,-4214,difficult
737653,225489,15380,8755,11015,8151,9039,4598,336173,90502,20935,11918,11634,17683,6776,5595,1185406,414760,15349,7633,9679,-3407,8892,2361,-308115,-76218,-18930,-8939,-7357,-14939,-5949,-5028,327148,66418,-13084,-8182,-4180,-10249,3847,-323,easy
117180,36058,6443,11668,3602,6234,1757,865,76259,49488,24421,10106,4742,9204,5823,2441,81373,-33505,-22539,-6270,2276,-7655,-4847,-1757,100699,21740,-20675,-7486,-3972,-4292,-4391,-2000,-59308,-28524,-10721,18443,-1723,3036,-2960,-970,difficult
