delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
4,1,0,0,0,0,0,0,-2,-1,0,0,0,0,0,0,easy
1,5,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,difficult
2,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,easy
-3,-2,0,0,0,0,0,0,-3,-2,0,0,0,0,0,0,difficult
-6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,easy
6,-2,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,difficult
-6,-2,0,0,0,0,0,0,-4,-2,0,0,0,0,0,0,easy
-4,0,0,0,0,0,0,0,-1,5,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,difficult
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
8,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-5,-3,0,0,0,0,0,0,-5,-3,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,easy
4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
10,-3,0,0,0,0,0,0,-2,-3,0,0,0,0,0,0,easy
4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
-5,-1,0,0,0,0,0,0,12,-1,0,0,0,0,0,0,easy
10,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
4,2,0,0,0,0,0,0,-7,-1,0,0,0,0,0,0,difficult
3,-2,-1,0,0,0,0,0,-4,-2,-1,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
5,-4,0,0,0,0,0,0,2,-3,0,0,0,0,0,0,easy
11,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,difficult
-2,3,0,0,0,0,0,0,-5,1,0,0,0,0,0,0,easy
-8,1,1,0,0,0,0,0,-8,-1,0,0,0,0,0,0,difficult
-9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,easy
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
6,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,easy
-3,-1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
14,2,0,0,0,0,0,0,7,3,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,difficult
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
14,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,easy
7,0,0,0,0,0,0,0,-1,-2,0,0,0,0,0,0,difficult
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-4,-3,0,0,0,0,0,0,-7,-3,0,0,0,0,0,0,difficult
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,easy
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
1,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,difficult
-3,-1,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,easy
-1,0,0,0,0,0,0,0,-3,1,0,0,0,0,0,0,difficult
3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,easy
-1,-3,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
4,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,easy
-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,difficult
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
12,2,0,0,0,0,0,0,9,2,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
5,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,difficult
6,4,1,0,0,0,0,0,-3,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,easy
4,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,difficult
-4,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,difficult
0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,easy
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,difficult
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,difficult
2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
-3,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,6,3,1,0,0,0,0,0,easy
-6,-1,0,0,0,0,0,0,-6,-1,0,0,0,0,0,0,difficult
5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,easy
-3,-1,0,0,0,0,0,0,-3,-1,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
6,-1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,difficult
-2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,easy
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,easy
6,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,easy
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,difficult
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,easy
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,difficult
