delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
172427,33198,12334,6313,5067,4726,1505,2527,893694,91152,57197,25073,18626,4231,4715,4072,-711991,-56814,-37458,-18000,-9287,3285,-2428,385,-730544,-59094,-52269,-19520,-17832,-2296,-3992,-3476,easy
682882,246050,26119,33802,5446,9214,3578,1913,1812683,151710,47176,39192,22369,16573,19992,10777,-649738,268352,1107,17758,-13927,-1942,-14115,-8266,-1609864,-79673,-43222,-28539,-19920,-12777,-18714,-9462,difficult
83320,33623,3083,5133,4115,1638,642,707,1415423,685900,49138,74276,61531,60197,15121,23999,-1395864,-676953,-48596,-73336,-60032,-58132,-14661,-23596,-1268343,-627601,-43515,-64950,-54801,-58987,-14298,-22988,easy
211954,31885,5543,4330,2706,2945,1431,611,348013,68209,42746,8616,11068,7848,3320,3581,-22160,-32546,-35128,-3447,-10261,-3062,-821,-2544,-249958,-40102,-39278,-5126,-6463,-6744,-2957,-3396,difficult
1012964,53574,33947,4744,15657,17887,6479,2932,1015971,93484,38229,27569,33752,21054,18314,10655,-650777,-8100,16956,-19651,-9561,12871,-9756,-5954,644763,-71720,-25521,-25999,-26629,-19205,-13915,-9492,easy
408455,13971,3302,3953,4783,3057,769,650,944450,85217,39207,12764,26004,16663,9601,9617,-678373,-67013,-33938,-6891,-19423,-11507,-8780,-9063,-393617,-75480,-37873,-10731,-23020,-15706,-8885,-8872,difficult
34615,111657,12374,7502,8823,6036,4475,2183,1082506,184686,27633,41915,12901,28318,17134,26146,-1024567,31928,-3980,-27872,-349,-19547,-8754,-22543,-1071216,-177987,-26539,-40955,-7807,-25017,-16564,-25383,easy
141511,29709,8283,4426,1519,2943,1189,517,74122,26696,8463,6866,1961,4043,2383,1976,60440,10063,-3465,-1254,-599,-962,-783,-1594,74338,-4037,3105,-3627,-286,-1238,-1605,-1324,difficult
499115,54506,22373,15522,9146,3081,2323,1337,776077,204413,61250,31208,17080,7489,9641,8623,-655624,-197053,-52374,-27414,-16122,-5853,-9120,-8401,101699,-102761,-25380,-3959,254,-2964,-5516,-6172,easy
20235,28563,7653,4386,5122,3665,850,1398,985304,224543,63468,19385,18907,8918,9624,6458,-953159,-187598,-57094,-18132,-17094,-6454,-9090,-6082,-976980,-204362,-54537,-11866,-10477,-4052,-8459,-4039,difficult
366984,30304,7323,6189,3736,3490,1763,882,177993,41291,15984,6576,5068,5664,5238,2426,404588,-21464,-13259,-3867,-3267,-3339,-3550,-1575,-26606,-510,-4064,3093,602,-1009,-3401,-1513,easy
221345,16559,8139,3995,7432,2718,1567,1217,759457,198075,40250,37767,25860,19401,9661,6948,-561047,-174649,-33545,-36092,-24212,-17306,-7902,-5863,-515178,-188383,-30678,-31452,-12645,-16060,-8287,-5599,difficult
872851,189264,27514,12946,16822,17024,7471,4558,510637,159049,38772,16733,10870,14315,6635,2339,150273,73249,7828,3608,16291,7649,-1368,2913,574154,-12820,-30344,-11183,-4388,-2231,3039,1524,easy
67626,24670,2430,5031,3313,3803,2157,1428,928484,345822,182929,83589,37134,27423,24292,27417,-809952,-329494,-181608,-78615,-33683,-25780,-22959,-26003,-911764,-312810,-179391,-78501,-33960,-21460,-21311,-25975,difficult
427609,115498,8392,22944,11350,12304,7079,4108,951450,179382,35208,14951,23603,15315,14764,6968,-183055,32660,-30038,8080,-13511,-8180,-10936,-2040,-864627,-160429,-23594,7906,-10996,2157,-4434,-3681,easy
42086,12254,13132,7098,11074,7597,1990,4485,1400064,194980,36593,22316,19961,15157,13835,5325,-1323736,-181422,-14398,-17582,-9780,-10457,-11218,-2067,-1392221,-184031,-32525,-12854,-7994,-4663,-12473,387,difficult
730613,37916,3542,28347,10449,5484,2457,1524,535674,190879,18480,11024,9849,5608,2951,1958,-508396,-182103,-17723,-3791,-6955,-3544,-2269,-1439,898274,-123823,-12153,38437,8154,3295,1280,571,easy
846002,597152,44485,31292,29348,20113,8792,4612,1380600,239116,33420,26114,31556,18658,22886,11220,-690192,648161,-23672,8301,-8864,-4977,-18253,-7810,-379005,67910,45801,2055,4447,7886,-9935,-5407,difficult
1334249,102477,51277,15452,11288,6926,8051,4765,1193889,269480,110555,88529,27319,20021,24481,9099,1175953,-137159,-24447,-67924,-10472,-8855,-11071,-3104,-895234,-196848,-94110,-78230,-21590,-17335,-21790,-5564,easy
178322,24291,2114,6768,3392,4410,4241,1376,2000486,1222882,271486,167115,110174,76545,77733,58108,-1779128,-1191148,-268679,-154665,-106130,-70748,-73281,-56551,-1865200,-1206034,-270065,-166030,-107434,-73523,-73703,-56913,difficult
171886,30984,6048,7904,10612,5462,3386,3475,432932,141318,30120,20975,11245,11545,6362,2598,-390956,-136144,-24273,-9032,4599,-3731,-675,3889,-131136,-84525,-23872,-17110,-5865,-8435,-5278,-2135,easy
1206297,458446,172821,59751,60167,80064,37882,17197,1508111,395393,80090,52173,38241,21917,22321,16937,-998668,-244269,-26563,-14069,17106,-8976,-17070,-8554,395039,370374,212025,29225,26746,125269,48192,9074,difficult
902351,469091,50096,73371,25089,24464,24371,20974,241741,255787,115237,21837,28743,26535,30282,7074,-113785,-197225,-99329,-16804,-13732,-18655,-25102,-4124,1435005,623832,-30954,119872,6424,14513,13279,31924,easy
18121,10964,7274,5070,3975,5867,2060,2962,223094,53214,19152,7312,5229,5493,2351,846,-201451,-44076,-7291,-730,-1463,-2204,-293,3949,-208496,-40424,-16465,-3755,-1046,2951,-290,283,difficult
66041,11377,8862,5336,3904,6048,1971,1151,1324330,221383,40893,32148,15843,18688,19916,8440,-1307871,-201295,-25368,-24221,-9235,-7756,-16274,-6379,-1208708,-218717,-38695,-29403,-14644,-17524,-19617,-8199,easy
111577,23044,6465,3798,1787,1443,495,643,996621,230468,92173,59496,45966,19823,14512,18743,-934168,-215141,-85959,-56644,-45143,-19363,-14205,-18154,-835920,-199707,-85458,-54753,-43215,-17398,-13829,-18047,difficult
1139085,137109,25769,20538,25428,8613,7180,5416,305879,147556,16417,7453,19568,8647,9071,7381,-133502,-126690,-15991,-249,-14986,-5404,-7607,-6463,1799914,105796,34694,26418,26706,5335,3825,2533,easy
1222795,132556,30203,21508,10890,8397,3607,3850,589081,151099,34388,35095,23578,24157,16114,8830,1564488,87961,1227,3821,-5672,-9232,-11354,-3156,-297061,-125047,-9597,-30996,-19705,-22288,-13661,-6804,difficult
1352177,329934,158396,14507,30378,78172,37153,25326,491603,124377,63501,42153,18301,17569,11034,7770,791772,240708,-45105,-26327,45,20477,24266,13410,929375,170405,234895,-28965,24109,100729,27972,21702,easy
293185,36961,24991,3537,4162,3273,2190,2460,926429,379200,123494,71475,37723,26735,15861,26249,-818588,-367962,-120971,-68230,-35398,-25113,-14348,-25464,-447901,-316517,-76036,-67647,-31724,-21812,-12994,-22115,difficult
880612,101424,22212,20754,13200,11365,3280,1465,693519,70869,13919,12138,15452,12077,4359,1958,787845,-42294,-12159,23101,-3840,-9252,-2009,-896,-413659,103403,28745,-5869,-665,7827,-149,-90,easy
771799,411451,24566,18802,20236,16553,24285,9305,629400,471151,131544,46516,23390,29268,59073,22180,384666,-441790,-97018,-25182,-3700,-19268,-39055,-17591,-99869,322390,-116939,-30247,-2609,-6163,-30522,-8160,difficult
843366,52900,14894,7792,13763,10912,2857,3147,470319,59700,5232,8422,6885,3704,1723,2432,665327,16322,10208,1472,17160,10024,3188,2883,80766,-29922,9116,-2732,-3405,4391,-920,-1453,easy
104341,62100,8716,11482,7533,3413,1929,2656,628963,41896,51040,6446,13966,11401,3849,2915,-514324,45269,-37568,12764,-2066,-5903,-948,-1146,-534920,-4861,-47080,-2692,-10800,-10073,-2892,628,difficult
766064,529852,38157,23899,8203,9695,7748,10376,389139,27983,9308,3122,5806,3215,2921,3582,1063274,1019446,58666,41811,7636,12213,11255,14866,-309424,-15708,-968,-257,-2843,746,-1601,-1278,easy
26742,19375,3670,1613,3802,2544,2274,584,1111419,81684,26205,16420,11352,11427,6169,5003,-1084051,-66250,-21548,-15415,-7693,-7559,-4541,-4329,-1085303,-58368,-23523,-14199,-7407,-10207,-3250,-4509,difficult
2067351,616168,190972,318131,138394,80402,91042,46683,1186730,519006,146098,132726,108104,88414,56922,21293,193989,-207713,3493,309377,-73195,-58249,-10359,13028,1567253,402037,86254,61433,133775,42224,78598,37751,easy
180974,59841,6764,8776,3861,4097,9220,3592,783462,104489,43420,26365,17701,18500,45190,14132,-650461,-40228,-34755,-23132,-13236,-15369,-29936,-9329,-554515,-49068,-38557,-12046,-14444,-13438,-42004,-11752,difficult
935211,110307,39587,19825,5117,12360,6899,4935,542170,120387,7430,9484,15937,5895,3307,3508,1024821,-5090,6653,6217,-9616,15072,8862,4824,-238740,-15071,57660,14464,-12024,-2143,-1679,-1970,easy
119960,80154,30026,16052,23155,9697,5501,5516,128984,13856,5237,4095,4153,2292,1104,1016,-98792,61910,-4611,6654,4631,1798,1555,-19,80744,70685,54189,17260,33372,13011,7239,9018,difficult
28919,27604,4285,10213,7512,6267,2376,1658,148274,42743,9319,2641,4468,12646,2139,1689,-137013,-33716,-4526,2749,-2288,-10245,-1542,-1472,-101697,3438,-5543,12395,8375,-2514,2016,1410,easy
154929,85505,18603,15709,4994,7686,2338,4307,852423,80809,25354,10404,12704,11335,8168,6622,-829453,-58216,-22438,-3500,-7952,-1668,-5798,-1987,-565535,67607,8935,14110,-7468,-5630,-5863,-2643,difficult
260595,65176,3421,16128,7293,8348,6192,5087,698854,72970,24833,49385,17881,17815,14177,10767,-223645,30260,-22643,-31598,-11805,-9847,-7593,-5500,-652874,-45848,-20181,-34916,-9371,-9087,-8377,-5860,easy
32892,14889,2168,3324,4893,2666,582,621,1262512,74039,51610,17186,32022,21676,10668,16962,-1231635,-71469,-50270,-15076,-31489,-20251,-10283,-16458,-1227605,-46832,-48615,-12648,-22770,-17770,-9889,-16224,difficult
2445965,295514,62373,22680,18013,33264,4036,5860,716115,277387,55570,25630,17784,22950,13996,6514,1081827,-103619,-17396,-12227,-8096,-16097,-10472,1197,2377872,139872,31001,6326,8554,36724,-9448,-2506,easy
158813,82135,8137,9177,2966,2876,2679,3882,652885,72585,25744,15924,15986,5756,8003,5959,-403814,77940,-11155,852,-10770,-2346,-4292,-277,-584331,-58841,-24059,-14347,-15270,-3415,-6356,-3877,difficult
191955,21874,3414,8909,9237,10076,2696,2005,145311,27382,14755,10690,21648,14289,3666,5469,-127778,-21616,-12498,-9451,-20024,-11894,-1919,-4114,221065,10599,-10184,5889,-4799,3468,-22,-2815,easy
1404546,92038,7705,10343,16062,7964,5070,5198,86654,74021,11003,8501,13115,9002,9366,11872,2599643,98217,4063,10834,17005,1086,-2455,-3208,36140,-62183,-10660,-7150,-11112,-3162,-6138,-10140,difficult
174730,48119,15282,19788,20651,6356,2373,2908,1013262,84001,18307,6453,10657,8472,5197,4790,-896507,-38152,-8015,22498,4649,-1991,-1746,60,-780557,-33613,1965,4171,15339,-2242,-3902,-3825,easy
134785,27778,3766,8438,7997,7998,2501,1775,165856,89898,12836,8675,6887,3885,2091,2239,-157227,-72733,-9712,-6895,3683,-260,561,155,95084,-51507,-8429,6420,-1464,8485,258,-1084,difficult
738701,54367,16173,3781,7451,8394,4359,3236,882016,383007,32551,17938,14078,18223,12268,22730,444501,-278590,-2865,-12201,-976,-2889,-3801,-16406,-731131,-378691,-29891,-16113,-12278,-16769,-12018,-22583,easy
439301,138735,34486,10301,8763,14813,4498,4684,607349,42230,24358,7541,11573,5355,1301,1374,215858,217136,42909,12192,5126,23901,7537,7815,-551954,-24126,-22653,-6672,-10746,-4986,-1144,-1195,difficult
30763,24299,2136,6532,3446,6465,2013,2365,857186,29557,26964,8790,11115,10538,9390,2983,-847869,-19442,-24712,137,-6941,-2186,-6180,959,-804977,8925,-24945,-4654,-8398,-5961,-8574,-2196,easy
82995,23525,2890,7485,1475,3478,1747,643,429467,28277,10979,14789,7746,7415,12938,4435,-392028,-24296,-9497,-13158,-7139,-3021,-10921,-3779,-300917,14792,-6682,-1450,-5404,-4854,-11462,-3806,difficult
260641,93810,9518,14202,17767,8186,5280,1958,642027,218532,17082,19877,11715,15551,8172,7078,-559307,-91227,-15571,-18400,-1907,-12432,-4752,-5651,-203466,-158218,442,7050,14011,-2298,-1033,-4589,easy
49641,19528,4161,5922,6914,5065,2513,1348,590409,259106,77654,11797,11487,12546,13091,6249,-507111,-229460,-71910,-7354,-9676,-11842,-12579,-5990,-574425,-249697,-75076,-4396,529,-3121,-8577,-3812,difficult
160843,38023,33256,4271,10170,4677,1365,1407,680516,246503,22951,30999,16826,21553,11575,18924,-559610,-242842,-11837,-29732,-14763,-18928,-9731,-16971,-479737,-174118,32447,-23725,1450,-14825,-10689,-18063,easy
58240,60798,11740,6506,4052,2573,1409,545,1565409,625395,137244,90989,37692,34520,41771,19436,-1546022,-613785,-130347,-90101,-35295,-31912,-40636,-18666,-1468317,-515410,-120661,-78865,-31986,-31982,-40089,-19116,difficult
226657,60109,22434,4380,5859,6308,2739,1686,901450,193274,25994,54259,21123,21980,7284,7511,-706150,-149791,1557,-49672,-11425,-13380,-4356,-6892,-643437,-116539,-8677,-50087,-19103,-17965,-4735,-4759,easy
247554,340505,36923,30973,15551,13280,8115,4622,697670,73385,20310,16038,3716,7937,5574,4070,-564435,464774,12328,-4105,3753,1452,4114,1801,-335798,69466,20897,33974,19916,9233,967,-698,difficult
163858,169483,16242,45539,16513,12914,5220,4045,794859,233256,80773,38289,35727,20917,14234,8480,-528608,-185354,-59838,-22168,-28625,-13215,-12597,-7146,-733394,57807,-69224,36667,-9803,-2792,-5432,-1725,easy
233192,57797,21860,5367,8880,3196,1528,1058,549414,117160,26375,40047,21119,14389,9033,5758,-427404,-108436,-17224,-38593,-15415,-12303,-7895,-5144,-205040,-10291,8194,-30767,-9063,-10084,-7116,-4257,difficult
1169863,168885,72423,61051,37045,18951,39922,16139,708446,265077,107476,66309,25341,38308,28770,15145,314001,-241082,-66337,-36834,269,-22907,-18445,-3169,608832,48698,-3769,26317,23138,-15807,40749,5156,easy
242712,82142,6019,9775,11795,11102,2697,2394,307595,47489,17080,11479,4190,4974,3846,1263,70679,25303,-10114,-2166,160,11053,343,2748,-200445,44003,-12009,-1243,15050,1203,-2642,-486,difficult
1178719,425431,238975,79430,54800,46852,16865,15491,745259,189371,40597,51201,18692,13025,14292,10449,736463,-90548,-24428,-24254,29643,11755,-5240,-593,130457,562668,421183,80711,42572,55898,10386,10677,easy
260242,20972,25220,12966,12517,15180,2767,3874,574956,52487,7345,3648,6717,3992,3031,1322,-175569,-29706,12597,10218,-341,13178,-427,2911,-453860,-33324,23153,8417,11940,9197,-102,2193,difficult
14455,20099,8131,12892,8388,3391,4021,2489,678728,29800,8471,16725,8766,7075,1815,1686,-668229,-2160,2406,-5658,-939,-4307,2595,-290,-660317,-17243,-3087,-2008,182,-3061,1817,1895,easy
141420,30706,4382,3543,4339,4896,2121,2707,1090489,142423,27588,41363,26444,15669,10645,7901,-909466,-122925,-23895,-38821,-24331,-11390,-8294,-6149,-988672,-100509,-22517,-36819,-19880,-10157,-8755,-4240,difficult
788203,234552,40781,7509,50575,23825,43972,13726,457664,144776,23120,29444,12509,15415,17781,15734,828892,207193,39600,-22834,59795,21867,65127,7215,-167815,-27641,-4278,-21037,16336,-5048,-12745,-11231,easy
46802,21043,4192,2312,1453,2310,940,755,537302,85575,25641,13857,13126,11346,9490,3814,-490185,-76712,-21565,-13266,-11067,-9807,-8520,-3096,-490816,-52353,-21334,-9825,-12279,-8265,-8581,-3023,difficult
