delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,state
100469,35866,6411,4236,2779,3021,866,638,1355115,246148,25550,41935,21726,29169,14151,8462,-1274208,-220269,-20942,-36590,-17621,-24447,-12887,-7542,-1235084,-200295,-17336,-38809,-20274,-27849,-13683,-8107,easy
662265,609251,59332,20317,36240,13174,10780,4328,297129,507266,26588,42612,40141,15115,10100,8108,-220539,-478609,-23710,-41129,-39040,-13654,-9478,-7672,950810,682579,89198,-3461,31238,9771,10837,112,difficult
272351,35374,1825,3564,6158,3899,2085,1068,985973,265589,75626,28287,40489,14939,9018,5392,-857223,-237413,-72670,-24419,-38040,-12767,-8194,-4866,-570021,-223018,-74932,-25028,-30623,-9313,-5673,-3782,easy
744162,304466,21955,37224,33765,13373,5937,5032,695092,256792,17877,30239,22010,16379,6786,3519,580161,338344,13641,41021,42527,9033,4369,6188,-482021,-242996,-5485,-27051,-19018,-15045,-6068,-3162,difficult
508550,56111,41546,17270,17240,7320,5034,2335,279713,37959,11022,15173,7926,9104,2590,2012,616614,10826,-7186,-1495,-3004,-5454,-942,-778,-158941,25477,68234,5688,21631,1886,5830,1424,easy
595835,41096,8925,10679,22561,11085,12252,7901,1138124,150913,32823,60327,18582,27478,10953,9481,-65486,-97897,-17906,-42564,18036,-9144,9573,2967,-1019092,-121737,-29890,-56733,-10078,-23643,-6975,-6127,difficult
1991823,266135,24226,64822,108888,65430,33978,10525,240574,33934,9523,10943,9171,6673,2704,1670,3637597,464121,38542,110585,206069,122218,64444,19075,-135099,281,-9136,-2828,-6636,-4705,-1896,-1365,easy
641687,91291,20955,8826,18559,9209,5570,6781,179329,25075,16637,6916,10406,7081,5599,2986,-166171,13145,-14016,-5799,-6323,-3274,-4930,-2317,1090887,119287,22652,9618,22629,7529,4872,9906,difficult
497712,106043,18627,26632,14932,10139,3134,4013,207848,32429,4904,7640,4486,3609,2050,2856,-145142,14228,12674,41321,11913,8756,1732,2328,724870,132999,14772,-3338,8978,4303,436,-15,easy
45317,67775,46605,7970,10476,11884,6524,4316,211975,69165,51816,22753,8576,15305,5260,3429,-171248,28573,-4367,-14850,2259,-5297,2468,1240,-162069,-31354,-6055,-14717,1541,-1545,60,534,difficult
247338,12827,5326,2792,1830,1229,1357,804,982264,197456,71885,20801,25771,24200,13979,7598,-749041,-186693,-67992,-18693,-24786,-23598,-13445,-7154,-720811,-182565,-65127,-17325,-23096,-22344,-11800,-6434,easy
793403,32099,10756,10075,15754,10563,3135,1712,925297,94286,82281,16022,41248,28261,7253,6517,-731747,-83727,-79426,-14087,-38091,-24561,-6601,-6050,467958,-40647,-63625,2192,-12897,-10835,-1635,-3561,difficult
92919,31353,32922,22744,7961,5065,2065,1023,235404,50018,7588,11225,8301,7652,1842,1032,-129813,-7559,3911,-1175,-1674,-5486,83,-419,-155158,-29772,46757,24212,994,312,362,400,easy
56686,31183,14729,2738,7137,5391,1658,1055,331063,97496,37249,23696,15895,13317,8924,7291,-253055,-53601,-15039,-20148,-5346,-7451,-7235,-6069,-295700,-79025,-30002,-21769,-12170,-8401,-7297,-6404,difficult
298438,127727,32215,12095,5167,6670,2971,1650,395502,110304,39389,20315,21273,10750,3753,3163,-158444,90651,5625,-8581,-17134,-5504,1065,-1466,-35684,-55805,-19974,-7859,-15079,-2656,-2630,-1560,easy
521259,62555,11125,12495,7595,6405,1423,1597,819521,204221,28689,35318,10308,12380,7646,7286,-463250,-164533,-24138,-27142,-1642,-8415,-5975,-6202,-133275,-118800,-10990,-18505,-3784,-3535,-6471,-5176,difficult
641560,83643,9560,21550,6608,5629,4560,1181,265209,37319,19396,16499,22306,23931,11903,2507,-99829,33694,-8067,7243,-12444,-20014,-9449,-1612,852531,58953,-11605,2859,-18953,-16590,-5238,-1041,easy
889923,226829,66031,55061,37625,35517,13602,7276,197022,76466,10358,16698,12982,10929,4302,4154,896513,36555,27726,36952,49284,25831,7858,3120,489289,264171,83619,39773,1,23344,10742,3124,difficult
80563,22137,22726,12856,9173,5850,1394,1824,300789,36314,16667,13941,15536,11370,2698,1899,-230442,-26252,-3976,7713,-2915,-1848,-778,1217,-210011,-2103,16094,-9884,-9811,-9192,-1830,-1367,easy
100444,49586,18242,6418,11705,5062,2336,2726,233424,54242,26440,15877,15718,5727,3241,2555,-119361,-47162,-24592,-15106,-13531,-3979,-2703,-2025,-146600,37850,8196,-3813,5504,2649,892,2367,difficult
944664,97641,30276,12565,22722,12026,7180,8474,253464,65074,26709,13538,21273,13934,8114,6071,794704,59851,9591,576,19270,4925,3395,7111,587696,5283,-2458,-2523,-16372,-8741,-5263,-2306,easy
109693,28292,6958,7006,4925,4668,4910,1839,116729,62438,15077,20674,8594,6852,2839,3252,-83676,-26111,-3623,-9031,-2305,136,5753,-359,69603,-42181,-12616,-18306,-5033,-4505,-1612,-2468,difficult
448750,84928,28873,36483,25361,11851,10590,3036,355299,83040,58793,14172,8836,9749,7922,3565,454028,71862,-19513,11624,17447,3154,3086,503,-267127,-68087,-40327,32997,15603,1049,2249,-1562,easy
300779,88248,20321,9418,23553,14088,6896,2762,304958,55471,15785,8927,5993,5885,2234,970,-207629,-11242,20930,-5670,6642,-217,-607,125,199270,76795,-11859,6652,28478,16623,9930,3459,difficult
134331,27880,5319,4864,3550,2371,1369,643,73165,126636,14979,9833,20386,19319,5835,5165,-34608,-118836,-11841,-8941,-18851,-16752,-4604,-4692,156940,-78677,-7480,-997,-14821,-17144,-4329,-4352,easy
635762,107080,26282,25925,18095,35683,10624,4243,491248,218585,29130,13977,20617,23007,14743,11041,634127,-81314,8886,2755,3194,34079,587,-5183,-345099,-141697,-14583,21140,-8238,-8727,-8825,-8413,difficult
234118,70807,32989,16297,15683,14113,5141,2945,1033767,131608,80196,55155,47440,49755,25147,11210,-751127,-65140,-60679,-31134,-37231,-44119,-19679,-7664,-848171,-56462,-33736,-46582,-26284,-27165,-20333,-8867,easy
18706,14568,63184,23250,8247,5343,1090,1267,293219,51075,7908,10775,10632,9327,2902,1327,-283840,-39431,103871,10849,-8422,-5771,-1597,-679,-265187,-33584,6680,14100,3652,-2197,-2028,558,difficult
624516,357250,135133,31894,53617,32033,22475,19732,123468,26303,7279,5907,6366,3892,1997,2427,582018,626066,166847,42912,60309,37362,21260,25913,420078,35827,88860,9062,34193,18920,19695,8696,easy
806224,327070,35559,52279,39011,25155,21260,10505,293579,71810,24594,23006,13627,12773,4916,2419,416938,352396,24235,42126,25599,29289,25458,12718,608351,158123,-2305,16419,25169,-4525,7229,3453,difficult
37918,21046,10122,8788,2548,2190,473,313,258177,45129,12805,5412,6543,5370,4619,2048,-225309,-34002,-11640,-3155,-5007,-4062,-4275,-1867,-215210,-14165,6273,9906,-2983,-2299,-4018,-1603,easy
247262,40415,14364,5452,4898,6232,2859,2044,374273,21547,36863,9370,4730,5222,3753,1676,-96885,26833,-11765,-4205,1972,1933,-2766,-758,-157138,10902,-33234,-3631,-1637,86,978,1494,difficult
1119552,74993,65078,15502,14320,11128,6940,3108,325902,74306,25517,13408,29512,24105,8412,7698,-199632,23021,35705,2824,-20153,-18415,-5488,-5257,1786931,-21648,43416,1364,-10232,-7540,2543,-3924,easy
204015,18258,49516,13015,13592,10419,4797,1753,340537,31960,17787,6372,3936,8877,2062,1450,-91969,-8261,74243,17010,15999,7934,5709,1498,-181076,-19144,-10785,-3725,3312,-4850,-239,-892,difficult
289178,46339,12215,11734,9109,7017,2195,2677,35233,21575,3335,2112,3143,2133,845,588,10060,18210,8673,12186,9119,8317,1711,3161,497829,31317,9087,7058,2812,1450,988,1016,easy
151255,49050,24617,4730,12608,8469,2869,2434,1038344,125738,53463,22627,17513,30428,11211,4417,-955507,-77676,-31789,-17631,3679,-26333,-7719,-1182,-818672,-75700,-25904,-18163,-13490,-17586,-8965,-2784,difficult
459121,52118,41039,46061,23198,20931,14038,4593,516249,56214,27996,12906,14435,13055,9140,6715,-280823,-26135,10799,64156,2583,-4199,-4592,-4740,166566,17943,15286,2153,14942,19950,14387,495,easy
336318,56997,13649,11141,7108,3732,1142,1070,140013,104293,21272,22064,11333,13050,11683,8853,499849,-36559,2725,-10780,294,-9764,-10285,-7807,-107240,-58033,-17971,-11066,-8744,-8873,-10797,-7759,difficult
804410,144581,48267,34592,30069,20040,5950,5645,800066,120019,69252,58983,44715,26220,12965,5376,-174149,-51731,-57024,-49795,-35958,-17491,-10296,-3447,182837,100854,15053,1012,6665,5131,-3735,3984,easy
362192,108129,19552,4683,9368,9933,1077,1858,94182,26806,8509,7683,5601,3268,1058,876,-4051,28783,-463,-6854,1710,2898,-299,1079,540071,133863,22548,853,5823,10432,337,885,difficult
130081,59445,9751,10293,10454,3893,2126,2284,818893,492993,78316,58233,54588,28528,23825,16712,-702494,-435088,-72504,-51860,-46207,-25226,-22613,-14342,-675130,-432009,-64627,-44021,-42061,-24044,-20786,-14514,easy
206976,57865,13816,10600,5220,3578,1100,677,42451,34251,22421,16720,20193,18942,4914,2811,283253,39985,-8066,-14726,-13264,-15372,-3633,-2018,45797,7242,-9144,2485,-16682,-15356,-3996,-2250,difficult
667934,116958,17841,42328,17600,16132,6774,4772,706555,301368,95356,76853,120396,55986,21233,13032,-218635,-197714,-87604,-54909,-110019,-35669,-16109,-6240,141393,-171106,-67427,-14141,-95574,-44040,-12809,-10281,easy
296195,29996,8549,4633,3663,2776,1432,990,239239,53859,10145,5516,8660,2316,2153,1300,42598,-3000,5505,1136,-3040,1222,-447,79,71314,-44727,-8698,-2902,-6954,-303,-995,-699,difficult
666598,64967,7959,5548,16385,5914,1749,2913,675511,81111,30827,19409,26934,13866,5425,5582,-209465,24638,-23775,-12512,-2674,-5369,-3403,-782,191639,-56927,-21961,-15211,-18424,-10535,-3949,-4556,easy
738395,167539,21097,27948,40838,34131,2731,2123,107264,34508,19682,9196,5616,6915,2718,4896,1308803,257438,11563,41234,60296,57301,1186,-1791,-46541,8623,-8733,-3730,10147,-2869,-1160,-3756,difficult
2010656,779793,102257,79420,49328,30516,21280,12121,302458,96523,7636,4501,14328,10872,8723,3029,1951314,1351574,151400,135890,74095,38286,30212,18842,1465081,14966,37841,13947,-4096,1002,-5099,-658,easy
336030,141133,29337,38008,20669,12545,13833,5063,379024,92234,27621,28498,13281,6900,5565,6781,-304547,-63088,-21488,37240,3704,8944,12551,-1735,218559,160886,24919,-18220,11072,2345,3985,-1701,difficult
533320,20193,17206,10196,7324,4728,2804,1109,212462,67001,6967,4890,6272,2506,2061,834,1915,-60148,13685,2958,897,4525,-139,-164,639800,-33468,6793,7653,1207,-81,1625,713,easy
646466,202581,115345,15151,12379,15158,5407,3641,231357,62820,41425,10864,16591,13728,1912,2893,-114514,-21147,9719,-1107,-5377,-4641,375,-1952,944732,300668,138120,9680,-3048,7501,6615,3447,difficult
220590,78406,17800,8232,16105,6098,5636,2786,251946,107925,12076,10292,13400,5577,2149,1991,-137583,-67712,13820,1628,8306,2193,7507,2607,74870,8673,-2372,-5749,-2896,-1151,-533,-1017,easy
907703,306105,62078,19558,19382,17272,5966,4871,187946,166876,35329,25609,21789,9814,5449,5013,367164,32886,-12393,-11864,-5224,-4307,-2423,-2149,1072349,245572,65891,-238,409,19222,3456,1865,difficult
1459565,205309,78169,17081,14092,34733,15412,9634,1118733,190196,76775,91990,52790,80983,25270,11676,-320515,-112508,-51369,-72537,-45444,-66307,-18847,-6863,1002179,142733,54157,-77282,-31953,-26193,-869,2778,easy
174382,82408,31240,35922,16787,11421,4046,1602,573955,202294,70772,18870,36236,21966,10611,4590,-297954,-64168,-21010,31908,-8957,-2595,-3925,-1763,-501192,-175604,-58054,2196,-29942,-18496,-9206,-4214,difficult
345690,85602,4928,3358,5866,5089,5725,2920,336173,90502,20935,11918,11634,17683,6776,5595,-308115,-76218,-18930,-8939,-7357,-14939,-5949,-5028,327148,66418,-13084,-8182,-4180,-10249,3847,-323,easy
96955,46096,8723,15585,1895,8576,2148,956,76259,49488,24421,10106,4742,9204,5823,2441,100699,21740,-20675,-7486,-3972,-4292,-4391,-2000,-59308,-28524,-10721,18443,-1723,3036,-2960,-970,difficult
