delta_ave,theta_ave,lowalpha_ave,highalpha_ave,lowbeta_ave,highbeta_ave,lowgamma_ave,midgamma_ave,delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
816190,230665,53532,41367,16393,10655,7749,4383,438175,222518,40967,31383,25092,12763,9129,5680,725129,-144723,12872,1542,-14514,-4591,-5280,-3703,341207,329180,59298,50875,11871,6616,6819,2049,67710,-160017,-34474,-22464,-23454,-8350,-5678,-2238,easy
261994,148729,6649,7191,9188,14200,7388,4181,255343,198359,17838,6122,6657,11546,4240,3496,-225358,-166985,-16203,-4365,-3840,-10663,-3474,-3223,-141533,-131907,-3193,5317,10727,6675,4672,3152,386843,150003,-14172,2254,706,11949,8247,2126,difficult
126901,29091,9669,4982,3961,8756,3700,2055,79717,45553,5934,3381,8249,4164,2714,1866,140137,-34123,-3882,-896,-4917,-1386,-1801,-1155,-47501,-35499,-1673,2618,-7261,1195,-55,-786,48916,20236,16761,3081,-685,13966,4815,2507,easy
43123,25486,11949,5438,5854,4001,2597,1567,193547,39628,4471,6939,4218,3756,1518,1036,-133821,-21013,-210,-4394,-2193,-3148,-895,-525,-176536,-30116,9828,4565,9714,3522,4200,2455,-140916,8703,12815,-4674,-2614,362,-69,-336,difficult
251684,27357,6839,2577,1938,4598,1948,1285,194180,70913,31394,9156,6904,10366,5362,6311,239061,-2788,-15257,-4965,-3436,1261,-3820,-3778,-7999,-64346,-27883,-7966,-6055,-8991,-2888,-5708,-58550,-63535,-30525,-6807,-5408,-9574,-3535,-5592,easy
816614,158517,30754,18602,36299,16003,15723,12807,119370,56491,15793,11647,4559,5287,5451,1969,909766,84275,35481,36631,54455,6125,4957,17048,390142,-48280,-7252,-9212,-1818,-4207,-2863,-754,791825,270082,16653,-6554,42583,30229,28723,16220,difficult
435394,39867,6867,5161,2856,5531,3330,1540,208396,74310,36314,4251,10984,15406,5719,4623,-130955,-61005,-35517,-1963,-9972,-14294,-5332,-4136,997885,18009,-26036,5528,-6429,-3287,2695,-1961,-185937,-60332,-26787,-835,-7983,-12045,-4530,-3152,easy
950790,91024,38826,18992,21587,15255,5033,4291,716909,431412,101135,11414,46757,14547,14771,8726,1012444,-366340,-61622,21240,-10108,3472,-9347,-3690,-611886,-378657,-86633,-3354,-38666,-5489,-12879,-7792,301084,-276167,-38673,4847,-26736,4141,-6989,-1823,difficult
464123,88328,16073,25458,13881,14835,8523,9969,800048,185483,16397,38099,23194,16311,6695,6764,-364713,-41216,18459,-11053,-2738,-8389,-2575,-2302,147075,-69154,-8894,-2631,-8617,4730,1848,-1829,-790138,-181094,-10536,-24238,-16585,-768,6210,13745,easy
354135,121736,13197,38504,6248,4867,1661,906,266584,37747,4422,4521,2363,3446,1056,1117,535721,273795,22477,104221,5842,1846,609,149,-55623,-18022,822,1077,4244,-781,435,-361,-217446,-3805,3026,-3350,1569,3199,772,-421,difficult
1210205,115038,41193,9252,11507,11768,7288,8597,808685,88034,17421,11969,15239,4032,3595,6177,-733729,-23217,6426,-6872,-9945,5287,-1554,-3405,1111214,-36578,-8892,-9503,-12051,-262,-2134,-4197,827075,140807,73782,8223,10800,18183,14768,14861,easy
588896,65492,8501,5297,5168,2983,1854,1755,471630,293254,32690,17901,26045,10548,4906,4199,884395,-146977,-17069,-10536,-14815,-4970,-1133,-1917,-94836,-262837,-25552,-11221,-22678,-8148,-3522,-2620,-437760,-273473,-29947,-16056,-25138,-9576,-4502,-2795,difficult
337610,79083,42156,35171,4196,8337,6114,5439,155298,53553,5930,3217,3100,3181,2006,1420,-54123,-39157,599,793,1056,935,-818,137,68648,87199,29343,17357,1610,9021,7922,3871,532410,28549,78737,77711,622,5513,5221,8050,easy
156904,178814,19342,7055,7130,9549,16594,8126,217754,98530,16200,28074,9493,7368,5428,6509,-193159,-85177,-11634,-27252,-4710,296,6106,-1806,-82806,201506,10824,-22823,-1299,441,5883,-1544,93416,124524,10237,-12981,-1080,5807,21508,8200,difficult
395053,124595,9854,5679,6096,18463,8375,9380,336192,296734,65143,14073,21321,19755,8952,9793,338763,-272649,-54124,-3200,-15062,-14755,-5559,-5875,24566,37060,-50510,-11041,-11491,22847,7118,6510,-186745,-280829,-61234,-10941,-19123,-11967,-3291,-1875,easy
202615,118258,15980,12340,6519,10001,6402,3693,796012,93649,21796,29912,11462,13322,6989,7452,-783853,-86047,-14944,-17485,-8173,-10857,-2174,-2835,-710776,-32981,-16564,-23862,-9676,-5765,-3734,-6462,-285561,192855,14060,-11370,3020,6658,4148,-1981,difficult
1085872,454176,55669,43519,27484,31262,59733,32836,974443,52432,6890,6662,3806,7804,8190,5737,-136740,227475,40743,4836,8980,5370,9878,6561,366110,427054,29966,40148,47699,44358,113183,53018,104916,550704,75629,65588,14354,20647,31567,21717,easy
216689,29144,16080,6699,5398,12623,5152,4969,524765,279885,18872,18351,23915,27203,9177,8640,55789,-244714,2507,-631,-11758,-15032,-4426,352,-462567,-262263,-14541,-17333,-23217,-25668,-8528,-7735,-517450,-245245,3657,-16993,-20575,-3039,880,-3631,difficult
184538,158118,21392,14700,14859,37424,49765,23459,664430,349976,18849,31350,12836,21342,20890,13580,-194756,93891,23555,-1323,11308,15950,47383,13442,-582571,-326545,-1170,-21712,-4411,30753,33031,13925,-662349,-342919,-14756,-26916,-828,1542,6212,2269,easy
81299,30103,5328,2785,2528,2432,1647,1937,978725,260342,59818,29811,90625,18189,5860,3409,-890243,-254038,-50700,-26014,-88503,-14563,-4144,5,-924722,-237029,-54399,-27005,-88885,-17463,-4596,-2919,-877313,-199650,-58372,-28060,-86903,-15245,-3900,-1501,difficult
1765535,233852,32947,16124,38936,15797,6995,14508,844249,352014,29722,20131,22832,16501,15516,11501,2281096,-138487,9402,12426,59923,137,-9544,2469,1236938,74780,21582,-6914,9888,10543,-4554,13353,-754177,-290779,-21308,-17534,-21500,-12793,-11465,-6800,easy
79330,34040,4627,4514,6508,5133,9663,3514,166009,67854,14150,11280,4734,3618,1780,2601,-157118,-65290,-12641,-9617,-3716,-739,297,-447,53038,22385,-4500,-4255,11384,1147,24419,4321,-155958,-58537,-11427,-6427,-2345,4137,-1067,-1135,difficult
1064594,54190,8363,21285,13451,14241,9947,3297,297395,160071,6194,5324,5809,4027,1989,2053,1704759,-88820,11477,49087,24994,32866,22815,4300,708692,-80935,-4253,2158,2411,84,1355,-112,-111853,-147889,-716,-3362,-4480,-2308,-295,-455,easy
71876,12292,4668,2504,2757,2954,3977,1091,100261,10658,6182,7129,4137,7705,4648,4907,17960,-4468,-399,-5981,-2236,-6457,-3290,-3984,-82235,-5512,-3553,-6909,169,-1813,4903,-3317,-20880,14883,-589,-985,-2074,-5983,-3627,-4146,difficult
1029361,253366,44698,34709,32421,22723,32917,9505,1137147,537907,65717,29532,35970,13192,17383,15620,401435,-106456,-32633,9731,-14012,-5143,-6367,-9274,-157149,-261173,-1806,19686,28706,35020,64740,752,-567644,-485993,-28619,-13885,-25341,-1284,-11771,-9822,easy
135770,65644,10918,3934,3313,2267,1268,1384,159061,38743,7990,10624,4821,7124,2659,1926,-98299,80632,-4792,-8277,-2309,-4536,-1221,-423,60974,19283,13880,-5901,1048,-5281,-1358,-158,-32548,-19213,-304,-5893,-3262,-4755,-1595,-1046,difficult
670223,62806,9388,22614,6601,13984,10067,6385,276187,64628,6396,11278,13884,15298,6454,3665,-192346,-45132,-3955,-10766,-12612,-14302,-5992,-3509,751909,75884,3212,10701,-3354,6325,-2658,6585,622545,-36217,9719,34074,-5882,4034,19489,5083,easy
24538,17020,4648,3418,4257,8250,5429,4799,138175,37429,4018,3814,4361,2787,1842,1313,-128538,-28576,-2306,-1972,-3239,370,2119,2457,-118636,-17803,170,-2627,-729,1066,2720,3201,-93736,-14847,4026,3411,3655,14952,5922,4800,difficult
624901,34364,16944,18533,5855,6189,5898,3805,469745,75666,2230,5081,4309,2536,1426,809,1033389,-23284,35577,43100,6436,7210,5602,2734,-198453,-46316,1656,-3911,-1250,3248,7333,5420,-369469,-54305,6909,1167,-547,501,481,835,easy
190188,50490,21487,2840,2762,3538,2282,1357,173382,229202,44383,10036,7986,7336,5118,3728,-43142,-156825,-302,-6768,-5581,-3164,-2872,-2087,166750,-164385,-33058,-8281,-3335,-3722,-3438,-2103,-73191,-214926,-35329,-6540,-6755,-4509,-2198,-2923,difficult
286303,37660,18043,10680,10620,6317,8952,6908,1554823,490714,84422,33736,47687,18940,15581,12016,-741911,-409197,-50381,-26466,-37092,-14470,-11829,-7952,-1513118,-488757,-82852,-32027,-47202,-17555,-14328,-11233,-1550531,-461209,-65905,-10675,-26906,-5843,6270,3861,easy
1235365,227334,42305,20626,31702,30290,21521,15331,274205,66987,5465,6666,10159,2381,1293,698,2591486,149090,26644,4880,19643,5100,14403,8157,210053,162529,11705,7577,24676,43217,19915,19408,81941,169422,72171,29422,20309,35410,26365,16335,difficult
79738,29578,6586,4121,4295,3068,1891,926,253296,66030,30029,16602,13266,8940,3725,2485,-118675,5105,-18313,-13059,-9963,-6247,-1179,-2052,-169585,-53962,-28220,-12079,-11281,-6217,-2282,-1268,-232414,-60499,-23797,-12306,-5670,-5151,-2041,-1356,easy
339694,73146,7916,4948,4691,6638,2534,3181,316733,89097,18007,12314,6674,9264,3668,3156,49642,-63339,-8680,-9467,-3707,2493,-1441,-1717,-209979,43065,-9473,-8523,1243,-6079,-2112,-160,229219,-27580,-12121,-4108,-3486,-4293,151,1951,difficult
230217,63174,20142,5632,4281,6596,4036,3010,247874,43630,28739,15802,13022,10641,5771,5672,232125,39297,2548,-10650,-4216,-637,665,-2235,-46597,43301,-905,-6501,-10752,-4220,-2439,-3505,-238499,-23966,-27435,-13358,-11254,-7277,-3430,-2245,easy
145675,22310,4695,3888,7558,8502,4009,3176,469488,95255,10589,14403,7345,7467,3714,2526,-143968,-56960,-2607,-11147,-5117,-1835,-1804,154,-427612,-73354,-7174,-7949,12283,10508,5641,4095,-399860,-88521,-7902,-12450,-6528,-5568,-2952,-2298,difficult
663314,88152,11132,3232,6644,5540,1864,1813,712025,105008,21842,27208,12822,12877,2494,1366,174568,-88504,-15621,-24350,-2655,-7129,-840,-933,-613516,-88599,-16929,-26258,-11054,-11817,-2111,-941,292815,126535,419,-21320,-4826,-3065,1060,3215,easy
460778,185225,23883,28056,6280,8392,2114,1825,203791,81323,19342,8700,4929,8476,3927,3107,32910,-34266,-8815,5627,-1979,-3978,-2883,-2318,809749,338355,26106,57332,9620,9949,51,943,-71698,7617,-3669,-4891,-3587,-6222,-2608,-2470,difficult
43097,13815,3214,3250,3895,2971,1291,886,86872,21063,6613,5169,3060,2941,1034,1170,-26592,13185,-2768,-2332,-1353,-2032,-613,-1039,-75686,-17685,-3500,-2568,-2531,-2032,-660,-269,-29048,-17245,-3928,-857,6390,4153,2044,456,easy
128936,25246,12849,7539,9261,4239,4753,1868,84777,57156,9681,8260,7400,2838,1207,853,149443,-37191,555,-5083,-2858,-846,683,-186,-75591,-46857,-9014,689,-400,374,3881,1136,58626,-11683,17963,2231,8840,4674,6075,2095,difficult
274360,35727,13936,6720,2547,3900,2552,1565,118421,26923,8013,7307,5996,6626,4546,3219,-78778,26230,-5036,625,-3182,-5008,-986,-1689,639640,19408,26872,2177,-2866,-3212,-2544,-2331,-93046,-19226,-4066,-4563,-4299,42,-2453,-941,easy
197129,16942,6176,8640,5084,13005,12544,8581,150861,87355,16753,13880,13834,10151,2846,3754,70743,-62062,-8571,-5899,-12716,-6760,456,-97,-142143,-82080,-11367,-6673,-7324,6409,12265,8175,210203,-67096,-11792,-3149,-6210,8912,16373,6403,difficult
119376,102856,45171,16589,9822,10488,2563,4338,540914,305157,18823,16879,12979,21483,10260,4039,-440982,-64310,89347,20191,12366,1584,-7732,3125,-408358,-277541,-16760,-8224,-10938,-17341,-7834,-2537,-415275,-265051,6456,-12836,-10899,-17228,-7526,309,easy
159888,97837,13692,4775,5329,8015,4864,1896,128126,77902,2522,6069,7109,3553,2655,1902,-10968,-43104,9963,-4195,-4364,-2408,-1708,-1506,134628,118476,20331,1803,1870,17508,9687,2544,-28373,-15568,3215,-1489,-2845,-1714,-1352,-1055,difficult
618438,69098,46004,11408,11068,5432,11194,6638,203225,103671,23195,17576,8829,12700,4871,3607,-67625,-55811,-2204,-6910,-6694,-9789,-419,-225,-135630,-98831,-19314,-15824,-8223,-11480,-3940,-3123,1448894,50924,89945,4230,21635,-534,23327,12441,easy
296444,55334,9794,6660,10357,11158,27243,13576,606626,91585,25284,10897,9960,8191,6458,3463,129414,-28869,-12183,522,1393,-3640,5895,4019,-531570,-35292,-10908,-4895,-8662,6645,-3111,4307,-528389,-44591,-23380,-8339,8459,5896,59571,22013,difficult
374283,84400,18154,3262,10961,8408,5353,3158,197693,57761,13953,5738,6273,4123,1484,2250,620446,80058,16743,-2318,15139,13607,9291,4247,20334,29440,-1864,-3464,-1288,-1025,2191,-655,-111010,-29580,-2276,-1646,214,272,125,-868,easy
341798,93468,12970,17131,9317,8101,4760,2570,790508,180350,34611,21819,21810,13635,10019,9966,-767403,-177972,-24742,-4880,-12251,-9078,-7609,-8820,59366,46613,-18337,2773,-10633,1945,-1653,-5753,-638092,-129286,-21845,-11958,-14594,-9470,-6515,-7616,difficult
142287,53201,8076,2175,3816,1500,1329,696,365860,43744,13091,13151,18349,5139,3855,1544,-204386,-39677,-12049,-12245,-17427,-4374,-3292,-1219,-248743,18290,2995,-10295,-13301,-3379,-1929,-621,-217589,49759,-5992,-10387,-12871,-3163,-2357,-703,easy
48484,53818,36941,15740,14683,9518,2969,1347,632782,79235,11826,23787,12795,6567,2061,2009,-583358,-60412,-6261,-19497,-10923,-2678,-959,-777,-627776,-62233,-11661,-22282,-8721,-1769,-691,-785,-541761,46394,93267,17639,25307,13299,4375,-424,difficult
110906,20120,5323,1318,2313,2126,691,472,114427,17448,7309,9801,4274,3560,880,482,173297,17890,5806,-7113,293,-625,-202,225,-98591,-14006,-7039,-8976,-3517,-2413,-107,-161,-85270,4133,-4724,-9360,-2659,-1264,-257,-93,easy
648835,84422,23368,4989,5049,8063,3005,1811,108590,31912,6012,6931,4402,2147,1207,687,28768,55705,10294,2193,4212,475,146,245,1599319,58225,37337,-3027,-350,17649,4850,3090,-7353,43600,4436,-4993,-1922,-377,399,36,difficult
488774,205793,17995,9950,11275,5797,3463,3231,473798,23283,9399,5795,5422,4971,3417,1083,-232558,41602,9653,8786,-2894,-2454,-1288,2597,626645,478922,23849,8158,23973,9246,4745,4602,-349158,27005,-7714,-4480,-3521,-4313,-3318,-756,easy
438203,113145,7801,4348,10226,12506,8023,3489,282117,143622,11752,5276,5960,8071,4718,4579,242946,-34438,-5304,3913,8606,-1784,1574,-2148,-106036,-89685,404,-2592,-2428,-6133,-3134,-1269,331347,32693,-6952,-4106,6619,21222,11474,148,difficult
430714,77774,18787,19635,5824,4825,2250,3540,359844,39526,8065,10359,7593,7095,3298,2521,-182537,-20317,-3686,-336,-6494,-3736,-1808,-1187,-167597,7538,4575,13949,-4586,-1353,-1712,-1381,562744,127524,31276,14216,5772,-1720,375,5626,easy
459904,141122,19967,8348,11161,15128,8899,9089,570523,109732,21336,46028,19058,17288,6189,19277,196279,168113,47,-38760,-10361,14822,14025,-2872,-423437,-51317,-15723,-43509,-14225,-11283,-4115,-13072,-104699,-22626,11570,-30772,894,-10019,-1781,-14620,difficult
116438,81705,8403,3235,4791,2167,616,581,129364,11246,2710,2383,3643,1799,1241,910,134684,155885,650,1489,4430,902,-304,-226,-77004,43285,220,1925,-409,-542,-706,-403,-96457,12207,16209,-859,-577,744,-866,-358,easy
1187234,28502,11353,3357,4189,1535,563,305,304991,236456,49720,19631,49649,26221,18264,7553,2971586,-201092,-20742,-12422,-41823,-23800,-17116,-7084,-131272,-204600,-44928,-18756,-45942,-25033,-17935,-7340,-193586,-218171,-49431,-17644,-48614,-25224,-18053,-7320,difficult
499230,48009,11877,7951,3338,7166,2622,1441,32186,11624,5366,1520,2980,1531,1145,916,-1127,1223,-1391,4258,-1270,2887,303,-445,1152358,32900,20009,13987,1919,12818,4411,2367,249902,75032,915,1048,426,1201,-282,-346,easy
578745,66680,3019,6906,6198,2497,1489,4141,633735,161643,30323,39133,23637,20147,20958,11853,1066947,-97691,-27520,-25028,-17109,-15868,-17739,-1104,-618401,-147610,-26719,-37259,-20889,-18337,-20210,-11281,-613517,-39588,-27674,-34394,-14320,-18746,-20459,-10751,difficult
786757,71278,11194,5966,5190,5214,4433,2391,97551,52203,9351,4294,4213,3158,1724,1571,2091522,100430,3309,6086,4765,7809,8507,1620,-4035,-36455,-6185,-1340,99,573,64,627,-19869,-6749,8404,270,-1932,-2214,-445,212,easy
471887,85460,21823,6799,4404,6087,3916,4695,790579,178922,28086,19701,36997,16169,5474,2159,-643699,-23648,16872,-7351,-30174,-12694,-2383,261,380685,-142624,-17589,-16380,-34532,-13945,-3303,-1461,-693061,-114114,-18071,-14974,-33072,-3606,1013,8807,difficult
152878,21802,2837,4524,3686,2366,2692,1699,160693,16521,11138,5362,5142,3301,1157,1213,-153177,-13673,-9767,-5169,-3915,-2315,1205,-512,-158252,-14168,-9012,159,-3431,902,1464,-246,287984,43684,-6123,2495,2979,-1391,1935,2216,easy
932000,87934,31938,36536,26492,9528,5148,3162,1124712,231351,55481,46145,43688,28645,11753,10044,-1060815,-226613,-53429,-42144,-42248,-27837,-11063,-9146,1184159,14566,30403,56801,30752,-2850,1643,-2352,-701479,-218203,-47602,-43483,-40093,-26664,-10396,-9149,difficult
212145,75422,42829,9907,15570,8683,7833,3699,58808,32862,10063,3632,3036,3712,1728,1122,204017,42463,41184,1743,11002,3517,1270,1352,138646,-28153,-5262,-464,-1618,-2969,-894,-970,117349,113370,62375,17547,28219,14365,17939,7349,easy
206208,76210,8182,12031,2578,2890,1613,942,168347,71799,6605,10127,7352,4871,1058,2020,-4469,-63891,-1689,-8686,-6452,-4373,-731,-1810,236449,120008,7187,21430,-2495,-1970,-70,-288,-118396,-42885,-768,-7031,-5376,400,2466,-1136,difficult
84317,21862,6075,3018,4701,1914,2061,1295,496651,103965,27629,7966,6769,5376,2714,1751,-288984,-81498,-16134,-4132,3910,-3154,-2000,279,-489332,-90687,-24074,-5547,-5735,-4186,1815,-583,-458685,-74124,-24453,-5164,-4379,-3045,-1774,-1063,easy
82185,31713,9231,4260,7462,2986,1287,873,615394,196163,20381,24708,19942,15356,4520,1941,-492830,-131863,-3440,-21025,-7915,-13702,-3039,-1320,-597001,-182216,-12513,-20018,-15665,-12121,-4156,-974,-509796,-179272,-17496,-20301,-13861,-11288,-2503,-911,difficult
139717,48109,7799,8523,3610,4753,1449,1362,701787,212078,25657,19990,13817,10827,6453,4796,-675207,-204166,-20803,-17781,-12074,-7022,-5498,-3959,-427961,-182696,-19605,-7389,-9784,-7020,-4939,-2496,-583042,-105044,-13167,-9232,-8764,-4179,-4576,-3847,easy
120356,8181,6218,2797,2925,2331,5222,2995,1506708,174393,105744,40690,28567,16013,8650,2328,-1430019,-168730,-105568,-39887,-28273,-15193,-8250,-1889,-1352936,-166096,-94258,-34185,-21389,-11087,6192,5762,-1376102,-163809,-98751,-39607,-27263,-14765,-8227,-1873,difficult
68828,25981,7512,2744,3571,5563,4078,3198,561043,162382,29132,17553,8371,8224,4677,2749,-495075,-147015,-26278,-16197,-4247,-3291,-2345,307,-554286,-155227,-20180,-13460,-4216,-2049,3243,3232,-427284,-106960,-18401,-14770,-5937,-2644,-2694,-2192,easy
428067,115592,13300,11386,19377,14550,11358,6130,191237,38793,5896,6590,6164,3806,2386,2877,983657,183357,7572,16318,24736,13448,10713,6463,-154329,-21249,-4046,-2761,-2539,744,2409,-1234,-118837,68290,18687,830,17443,18039,13794,4531,difficult
279433,165498,24466,16228,17953,6006,2963,1568,799141,105000,38473,32522,11235,5181,4589,883,-275647,217869,2516,3352,33322,9480,1075,1553,-664835,-41208,-23885,-27857,-5030,-2938,-3397,731,-618643,4832,-20653,-24376,-8139,-4068,-2557,-229,easy
145673,38966,10777,3424,7009,16127,21781,8669,141125,52696,7889,8033,8201,5683,3023,2464,-8587,-12031,-4868,-6368,-5924,-3881,-1808,-1956,-60733,-44680,-3739,-6414,-4804,2288,8951,4093,82965,15521,17270,-1045,7152,32925,49132,16478,difficult
718885,55956,10763,8376,4724,3885,3702,1549,777291,145780,25792,19138,9092,5729,7727,4274,189211,-8272,2869,-399,-1361,2866,212,-1280,-298712,-136583,-23713,-15877,-8485,-4420,-7418,-3755,-65716,-124616,-24243,-16010,-3257,-3979,-4868,-3140,easy
235991,70903,9476,8291,14161,25977,26054,11910,73414,41902,9205,10583,5369,8026,4748,4895,-35351,-14205,-6185,-8488,1940,-5600,-1424,-3993,584921,134224,10550,7269,12833,38598,46174,15542,-61839,-33017,-3553,-5658,11603,20854,19169,9496,difficult
117883,21294,4202,3644,3851,3050,1471,753,391152,134843,24048,29439,16673,8052,5503,5142,-182550,-106595,-18136,-28248,-13213,-5121,-4352,-4064,-342170,-111716,-21275,-24818,-13467,-3253,-4352,-4430,-295087,-122337,-20126,-24320,-11787,-6632,-3392,-4674,easy
73746,23186,9469,6171,6624,5190,4754,2661,1032363,76953,34312,20117,8349,16011,6999,4734,-974987,-21666,-10007,-12369,272,-10470,426,-1709,-878534,-66927,-32099,-17826,-1063,-13102,-4093,-2245,-1022330,-72708,-32424,-11642,-4383,-8892,-3069,-2266,difficult
82624,27287,6192,6122,3061,4337,2264,1298,77998,27303,10556,3431,3471,4507,1404,1546,9902,9652,-7068,110,-1282,1691,-439,-409,31775,11945,-3737,6518,951,-786,515,780,-27798,-21645,-2286,1444,-900,-1415,2503,-1115,easy
148802,71073,24025,24472,14888,4836,2844,5055,1296140,49404,10795,19590,11829,7177,3143,3393,-1114363,100001,34905,37756,25092,3654,4053,8993,-1105038,-20926,7370,-17382,-9096,-6098,-2791,-2972,-1222612,-14068,-2585,-5727,-6819,-4579,-2160,-1035,difficult
70808,11133,3003,3235,1268,5009,1975,1800,274734,65747,31312,9717,9652,13138,13587,7889,-151137,-56604,-29227,-7539,-8099,-8721,-11646,-5641,-216409,-60395,-29252,-3568,-8297,-3502,-10413,-5177,-244233,-46844,-26448,-8339,-8757,-12165,-12776,-7449,easy
