delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,lowgamma_c3,midgamma_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,lowgamma_c6,midgamma_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,lowgamma_c7,midgamma_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,lowgamma_cc0,lowgamma_cc1,lowgamma_cc2,lowgamma_cc3,midgamma_cc0,midgamma_cc1,midgamma_cc2,midgamma_cc3,state
88590,18799,5420,2807,4840,4244,2497,2507,189564,16706,13833,156,-3608,-2802,-1479,-1270,259124,39234,7378,15605,309,15581,1905,96,-88086,-10752,1977,895,5137,932,3009,-1102,21917,-3061,5523,1532,-928,-2654,-786,-1079,723221,24645,22875,9330,-556,-518,-1481,-1886,69560,-347210,110003,701304,22528,-49986,7691,27706,-6455,-5401,3546,17352,15449,-14710,637,7798,3917,4828,-6065,372,18383,-14649,-3586,2136,3384,1104,-3795,-695,1366,-1198,23,-807,easy
113496,48849,12546,6795,10495,14973,9724,8332,-45161,1062,-11916,1005,-8570,-12516,-5353,-7005,-82022,-36761,-11553,-2228,-3778,-3129,671,-4966,-63964,-38512,-10542,-3916,-6650,-11430,-5440,-7373,-101676,-39080,-10819,2131,-4349,3032,-2151,-2023,-58846,-545,-6621,3714,-3257,-9580,-7736,-6765,-36861,18058,-37712,42830,-37823,-1751,-568,38535,363,1011,-277,4198,-3233,-1688,6047,1583,4792,-2872,2301,1092,9387,-8301,14462,-12612,6024,-6111,3289,-5585,2039,-2407,5350,-4742,difficult
144867,41773,11493,10179,4499,3287,1896,1134,-120953,-31959,-7233,-5570,3000,6962,7365,2911,-16219,5651,1549,-4058,-17,-1392,-614,-450,-10258,-32041,-9761,-9287,-4064,-2521,-1690,-1067,-107295,-32027,-9153,-6284,-2666,-1552,-1052,-95,-105303,-26980,-4910,-2923,1058,2503,902,112,104734,5961,-97037,1992,37610,-37692,14,5047,8782,-11310,608,4243,1512,-5229,3003,3361,-3017,-4047,1398,3724,-8354,-1129,969,4055,-7979,-1076,638,1954,-3361,-617,972,207,easy
114914,24976,8848,7061,8856,11606,2300,3532,-103345,-21480,-8523,1019,4149,2421,11422,-1638,718988,54385,1458,-5192,-5973,-8611,-427,-1198,428490,690954,332354,30875,29527,37964,71748,32177,327510,-16202,-2621,-3065,-3498,-6441,-506,603,-80599,12087,13591,2685,-4087,11109,6724,4472,822333,-290498,-100980,-408109,75865,636569,-707156,28289,9981,330896,-334975,16212,-6211,36067,-33940,5750,-10122,35500,-33025,-589,-11032,46575,-44405,17550,-11849,72175,-72254,7230,440,33375,-31574,3869,difficult
270762,54909,5624,7019,4351,3886,3836,1741,-244543,-50374,-2459,-5202,-3362,-3058,-2117,-694,-262947,-46882,1351,-2572,-1030,-288,-2401,2501,-263487,-43634,-2074,-2828,-2382,-865,-2929,-1060,297209,27153,-2651,25,-2513,-2119,-2658,-1132,1526398,106832,16045,3094,2423,2482,-935,-280,-18404,-540,560696,1229189,3492,3248,70787,79679,3810,-3425,-577,18696,2630,-256,2853,3069,2332,-1352,-131,4936,2770,-577,-1254,4601,-284,-528,271,1723,3195,-3561,-72,852,easy
184713,57199,10962,8680,8585,10209,5094,4507,863595,-18161,34841,46450,19124,6466,30903,6567,2085866,165791,7105,37951,10211,30307,36252,23811,-177898,-34911,-10670,-3093,3635,7087,47103,23083,-84242,-17545,-10896,-4307,-3740,2441,166,1258,830939,73885,14904,5642,4612,5799,8481,7132,1222271,-2263764,93656,915181,183952,-200702,17366,91430,-27736,-17775,-226,25800,-8499,-41044,-1214,9949,-8913,-6576,-7375,8352,23841,-23220,-4646,3358,5349,10851,-46937,8315,17244,-728,-21825,5874,difficult
255310,60871,14602,8893,18843,11557,11591,8391,-188027,-7451,1530,366,-15267,-6495,-7765,-5059,1860400,51307,-1127,8923,-8924,13945,11854,2253,-246812,-58007,-5162,1180,-428,17601,661,19048,-196302,-44875,-13972,-8172,-17961,-10068,-10979,-7378,-173797,-48112,-13090,-7507,-18432,-10680,-11240,-7957,2048427,-2107212,50510,22505,58758,-109314,13132,-3237,-2657,-4035,-8810,882,8557,-7743,-9352,665,6343,8496,-17533,-471,20440,3656,-27669,-612,19619,-11193,-11640,-261,7312,16795,-26426,-579,easy
260087,106526,10921,9943,9690,7599,6936,5075,-62123,-95480,12559,-3621,-7793,-1203,-2536,-2487,-121067,-99459,-7070,-9304,-6846,8267,-4826,-1668,-242818,-85248,-8723,-5506,-5279,3949,-6039,413,-227955,-83342,-9056,-8722,-5546,713,-3622,-1570,356746,-100852,-5934,-4684,-6812,1306,-2551,-4335,-58944,-121751,14863,584701,-3979,14211,1906,-17510,-19629,-1653,-333,3122,-5683,3798,-3216,4038,947,1567,-267,-1266,9470,-4318,-3236,593,-2290,-1213,2417,1071,819,2081,-1983,-2765,difficult
595713,42138,11775,12407,7098,11186,6181,2857,-91168,105820,20384,41943,38557,28153,18354,7637,1064886,157646,46347,-33,10489,1380,4037,7450,-589710,-30654,-8855,-9906,1081,-5533,-1775,644,-592455,-40578,-65,-8080,3854,-1382,172,-270,-421543,-16595,-7551,-2673,-720,-7938,-4484,-1613,1156054,-1654596,-2745,170912,51826,-188300,-9924,23983,25963,-55202,8790,-7486,-41976,-9873,1826,5407,-28068,-9408,2773,-4574,-26773,-6913,4151,-6556,-14317,-5812,1947,-4656,-187,-6806,-914,-1343,easy
1022756,130825,35480,9602,12288,24918,11912,9626,-944284,-107473,-28614,-5381,-8424,-23383,-8591,-8438,-906473,-114049,-22824,-6031,-4847,-19502,-8520,-6379,-1012145,-124785,-30943,-5161,-8587,-18382,-7461,-6455,-924802,-79025,-34078,-8196,-7828,-12482,-8720,-5610,-1000951,-127308,-34655,-7498,-10802,-23971,-11565,-9400,37811,-105672,87343,-76149,-6576,-10736,45760,-48283,5790,-8119,-3135,-577,-650,870,-3035,698,3577,-3740,759,-2974,3881,1120,5900,-11489,71,1059,-1259,-2845,2059,-76,845,-3790,difficult
