delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_c7,theta_c7,lowalpha_c7,highalpha_c7,lowbeta_c7,highbeta_c7,delta_cc0,delta_cc1,delta_cc2,delta_cc3,theta_cc0,theta_cc1,theta_cc2,theta_cc3,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,lowalpha_cc3,highalpha_cc0,highalpha_cc1,highalpha_cc2,highalpha_cc3,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,lowbeta_cc3,highbeta_cc0,highbeta_cc1,highbeta_cc2,highbeta_cc3,state
1003001,78594,42906,55853,28750,16812,-247821,-17643,-24397,-34904,-19988,-9392,-448578,23989,11587,-54058,-21660,-8594,-7635,-21773,-21606,-50579,-24613,-8650,-584343,440823,40616,-11144,31836,4077,-565162,106124,-38287,-47197,-21498,-11827,-200757,440943,-576708,19181,41632,-45762,462596,-334699,35984,-33193,62222,-78903,-19154,3479,39435,-36053,-1672,-2953,56449,-53334,798,-56,12727,-15904,easy
601436,374210,107450,85217,19551,19247,-355636,-339197,-105100,-84883,-17768,-18397,244566,100681,-421,-63072,-4077,10093,462382,-152687,7830,-60215,12777,16566,-139755,-29029,119494,-64830,22432,-5215,1177314,-285800,-69668,-43985,-8460,-12480,600202,217816,-602137,1317069,439878,-253368,123658,-256771,104679,8251,111664,-189162,21811,2857,-4615,20845,13691,16854,9655,-30892,28490,6473,-21781,-7265,difficult
1174786,507094,145748,150070,88549,59330,139271,107520,-32861,-111667,-37349,-35741,-267701,-440063,-136451,-132364,-69486,-52245,35074,-350410,-112863,-112448,-42543,-17341,389637,43154,722477,-71701,89519,81231,405729,-285217,-102813,-15441,-58611,-35070,-406972,302775,354563,16092,-547583,89653,393564,-328371,-103590,23588,835340,-825290,-20697,19916,40747,56260,-32137,26943,132062,-148130,-16504,34904,98572,-116301,easy
206927,79019,17918,13847,6136,4687,131919,88704,-12195,-7289,5268,3478,424492,115923,28185,24619,42263,6699,1117364,218929,2029,6449,11404,5349,1686884,223758,41504,12454,8847,10150,-54670,-57865,-17749,-12985,-5806,-3946,292573,692872,569520,-1741554,27219,103006,4829,-281623,40380,-26156,39475,-59253,31908,-18170,6005,-25439,36995,-30859,-2557,-14653,3221,-1350,4801,-14096,difficult
1546044,295466,97994,119731,63186,35104,-1297570,-267704,-95992,-116172,-55414,-26963,-181129,-104552,962,-39711,-47678,-26679,-1394007,-166299,-62605,2170,-39404,-22749,-335992,-215516,32013,-68062,-44155,-17616,-64389,-130743,-40149,-89399,-52730,-6939,1116441,-1212878,1058015,271603,163152,-61747,-49217,84773,96954,-63567,94618,-72162,76461,41881,-70232,-21337,7736,8274,-4751,-8575,284,3930,5133,10677,easy
879139,64167,17401,11350,23733,12133,487732,701613,69042,3395,27119,9258,43889,100521,10579,11833,-15460,-8302,-806072,-12139,-1037,-996,-20572,-9916,-553677,93781,116435,4626,-344,6259,315264,-36172,-6648,10068,-15942,485,-443843,-849961,252395,868941,-601092,-112660,105920,-129953,-58463,-11616,117472,-123083,8438,-12829,5622,5442,-42579,-5112,20228,-15598,-17560,-1614,16175,-5774,difficult
1534959,226246,70219,117375,42195,43154,-110736,-88332,-45603,-91797,34498,-24055,-730012,-21894,28696,-23122,-2813,-21580,-312178,-88044,-55228,-34720,-9202,-16757,-877135,-162352,-54900,-88502,-35292,-35530,-175597,-82901,27208,-92446,-19973,-23364,-619276,417834,-564957,701538,66438,-66150,-74308,79451,74299,-83924,328,82108,68675,-11598,-53782,-3944,-37311,-6389,-26090,15319,2475,4823,-18773,12166,easy
951513,197537,32076,28237,16309,11277,-910241,-181293,-29113,-27556,-14544,-10035,-805321,-166814,-28338,-25076,-15092,-9707,-621520,-90366,-26022,-21061,-14997,-7330,-478977,-73988,-12024,-24605,1074,-3546,-840081,-161326,-21451,-27053,-15375,-9493,104920,183801,142543,-361104,14479,76448,16378,-87338,775,2316,13998,-9427,2480,4015,-3544,-2448,-548,95,16071,-16449,328,2377,3784,-5947,difficult
372829,151168,17372,12165,11765,8526,260565,-148459,-11166,-7128,-10837,-7658,553243,68752,45480,4985,-6639,769,1422339,42008,83287,-2751,5418,4764,837450,246676,-14863,28593,-6581,-1830,496800,-137058,-12500,1518,-6487,-5316,292678,869096,-584889,-340650,217211,-26744,204668,-383734,56646,37807,-98150,2363,12113,-7736,31344,-27075,4198,12057,-11999,94,8427,3995,-6594,-3486,easy
167780,41745,14442,7245,3197,4252,279298,16040,-8315,3240,8407,-2733,555554,19446,-9484,21460,4280,6746,-31117,-28409,-13494,120,-1264,-2821,73039,402186,25013,46989,19795,31453,-115903,-28014,-7640,-4598,-1607,-3789,276256,-586671,104156,-188942,3406,-47855,430595,-430200,-1169,-4010,38507,-32653,18220,-21340,46869,-51587,-4127,-5544,21059,-21402,9479,-9567,34274,-35242,difficult
