delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,lowgamma_base_ave,midgamma_base_ave,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,lowgamma_c4,midgamma_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,lowgamma_c5,midgamma_c5,state
964408,158962,37987,25690,22909,57111,21451,15369,1071713,548737,84881,140082,164372,24026,61448,67168,641283,-55658,-27884,-14251,-14086,-28903,27996,-2753,easy
1161605,345647,79471,59193,35767,49193,28882,25761,133061,25624,29537,-19872,-24954,17256,34186,54838,-848945,-125059,-45192,-48560,-23821,-33663,-213,-12793,difficult
1431370,247841,232183,91926,58141,153175,64924,70046,495274,-178092,-179897,-71392,-20654,-132980,-43081,-26039,-1051207,-230613,-230332,-89188,-55442,-148954,-61857,-68605,easy
331607,105296,7477,23226,44591,21290,11607,8810,598106,48522,91730,30857,-30683,-5512,30258,3570,1673626,275523,46076,92225,-20051,-548,9812,22887,difficult
880253,129567,34229,27508,16303,22021,67442,20575,-635770,-110387,-28168,-17205,-9744,-16940,-56394,-14646,410547,2523215,22815,39190,54758,237271,48338,38328,easy
560084,63388,41050,12387,7839,11409,6991,10793,-178140,101991,-31770,-5634,2919,3027,2220,-136,1361694,666972,122702,46134,55862,123162,43646,12050,difficult
1361352,246952,64568,88222,67547,77504,175766,70510,-203744,-185002,30521,-77702,-44296,-61252,-161108,-61827,-979634,-186556,-56813,-80096,-53272,-53291,-145741,-57848,easy
1295890,321536,40687,30135,24455,52176,50451,41292,-61973,-105459,29547,-1181,-13943,-23387,-37983,-33328,332013,63744,-14214,-18975,-14831,61842,24386,7214,difficult
912135,506358,87561,114057,52677,66306,186385,50199,-749908,-446695,-83074,-109407,-50917,-55358,-180335,-47774,-715800,-395880,-41389,-100402,-35744,-36298,-171775,-41669,easy
408545,45256,8358,7888,6602,7287,14436,6549,791456,373280,32362,17757,6891,38355,20055,9896,-311259,93053,34906,22529,6803,22968,10086,2371,difficult
878384,295541,184756,21244,14502,89658,36633,42652,-443318,-231933,-172634,-10052,22400,-74798,-11010,-26769,-555264,-215732,-175944,-17823,-10461,-65363,-16835,-27969,easy
828568,164549,105111,75147,27185,31000,48347,70095,-442537,-65482,-66917,-70119,-24040,-21808,-43608,-65311,764333,-64875,48336,-39847,1593,22051,-16219,-42800,difficult
1540203,164599,71627,24213,17140,37484,35924,14533,-436679,-22125,-62019,9293,-4728,-12083,-23271,5239,-1460975,-119365,-53171,3619,-9870,20504,47597,18251,easy
988852,260759,42931,21125,36310,38134,22383,37265,455112,-56780,248777,2510,7742,44314,60072,7405,-656160,-216388,29253,-10962,-14586,-24517,-4650,-21208,difficult
929050,325364,142882,55260,30425,51012,66537,55336,669917,404501,-72105,55456,117209,89850,91365,29016,-792746,-220046,-134659,-54510,-27377,-40776,-40518,-45993,easy
657826,52655,21807,9422,6876,9259,5264,3101,-407011,120885,-12577,28943,-131,1768,15500,9192,-303171,-10949,-19339,-3476,13430,69017,86101,8885,difficult
684764,91640,54008,26784,13282,30180,16011,5669,-675259,-84973,-50917,-26115,-12403,-28963,-15644,-4811,653012,69996,44713,37294,9636,176766,133811,32276,easy
416938,60304,28640,18242,5048,21173,7645,9722,-107511,-11824,-21146,-5096,-3521,-10358,15089,-7610,-213605,67050,13658,483,6496,38086,26934,4486,difficult
963631,130737,12413,15416,6867,33044,25488,14725,-482228,725094,74676,97094,50303,87129,27851,55126,-865834,-94804,383,-9652,-100,-24740,-22412,-12021,easy
657955,274213,30932,19452,15182,17247,16645,13576,1522993,-68636,6528,37114,1954,15645,15738,3860,-591366,-258850,-10290,-14898,-12445,-8508,-13816,-9688,difficult
795600,311186,113757,67611,20394,46436,34429,26639,168853,-96171,-98845,-40385,-2736,-12761,24160,-19796,-20262,-156965,-22617,-21135,7702,-22645,-2971,-16045,easy
851574,91782,17316,14531,9863,11615,13749,7059,-820483,-76291,-14371,29208,-6812,-277,-7210,-2717,-807474,-63542,-665,8959,6129,-2666,-9103,-4593,difficult
589575,289444,25149,40143,29207,19198,17438,25918,459568,154941,38689,-21559,-23901,8250,-3130,-13457,-258027,314116,23213,-958,8133,99446,19827,22636,easy
904800,139573,28888,41387,20230,24562,45437,12304,-799034,-121613,-20402,-27098,-15529,-15290,-38096,-6594,244647,182642,222914,3596,48683,129048,90735,54624,difficult
269326,43864,20407,8549,3915,9185,8516,4235,2345978,1317759,240200,210754,130454,101788,135668,216598,524968,15499,17168,21978,21155,8224,17512,15927,easy
759806,81638,31900,20175,12008,10711,17596,9176,-509416,-51849,-6623,-8021,-8550,-5332,-9745,-4413,-551666,-41231,-16526,-11555,-6754,-3739,-11966,-3997,difficult
1505656,503856,48209,55817,85887,110334,75969,51470,-845499,-350931,33264,-25045,-64547,-89062,-53363,-34035,-1426711,-370385,-46317,-40147,-80281,-98866,-71115,-47763,easy
1014393,550772,102293,85464,149990,116895,105212,41315,-1008934,-535582,-100678,-70446,-143907,-110383,-103237,-39563,-777469,-544361,-96895,-83747,-147865,-112928,-103741,-39792,difficult
632743,105353,30704,36355,29391,34649,45677,21691,55537,251231,14487,12087,-22823,-11934,-22590,-5916,8012,319743,110586,16174,26487,47700,121084,45713,easy
938587,176310,43590,13894,31883,39806,46453,28352,-506434,191719,-40875,17986,15511,-18383,-15073,-18095,-23947,38026,26832,7265,-7744,-15607,-24178,-670,difficult
791159,388341,64295,38369,23245,28267,29752,34304,652862,448,-2157,12371,-2854,35230,33466,3629,5467,-295281,-53758,-34172,-16590,-5912,-17426,-29416,easy
869324,428513,58139,142263,59670,51351,81978,33397,418678,-155792,-4672,-111849,-15579,-14611,-23765,1812,-568427,-389637,-51163,-129815,-53653,-44555,-69136,-24882,difficult
1362630,217148,64460,18398,18063,44526,49789,20318,-1142239,-14846,-39166,1259,-7525,-13047,-22736,-6640,-1190329,-174628,-57182,-13702,-11494,-26401,-29632,-13265,easy
1038741,305868,39172,48238,31453,43445,32145,35007,258169,232391,10358,77487,129782,112487,85724,35594,-147488,-221736,-35373,-35563,-26963,-20509,-16758,-29407,difficult
1722678,218801,33952,49675,19816,51856,61182,31451,-333361,356747,6449,103742,16246,26767,9261,38826,-1582188,-193616,-31319,-48392,-18422,-47365,-58432,-27231,easy
524691,277274,54771,18499,12480,44561,35335,18556,97334,-241354,-29582,-14238,-10075,-33320,-30569,-12523,759805,-30037,-37155,24290,10419,-15258,11432,7383,difficult
621923,120860,43515,46975,27926,72576,40948,30697,581024,386936,-25060,-20256,13350,-55350,8896,-10374,-9119,-66158,-32976,-41717,-27045,-62236,-37137,-26498,easy
846429,407411,40154,22561,78925,64109,46655,32450,-199110,-362452,-4330,-13940,-75300,-53016,-27876,-29122,-801686,-360875,-38854,-20048,-74944,-57116,-32254,-29643,difficult
1470087,324809,180584,33046,62676,54657,136335,38814,-449894,114127,-122153,82352,-44170,-10610,-124177,-21581,-1078464,-274529,-163522,-26698,-60332,-47779,-119657,-34714,easy
1429644,41286,17479,29542,12792,24184,34286,11710,-556392,163977,25482,-10961,157,53052,-11031,13856,-1179564,-13949,-8066,-21130,-10104,-9401,-32665,-3019,difficult
792433,125091,50582,19099,19675,30081,21823,15952,1090217,625856,-13080,-11805,19927,87203,36952,29035,-215635,-3365,-22055,-13330,-10790,-13753,-11647,-5421,easy
124329,30419,4338,3535,2804,8729,6018,2243,468463,13372,6023,23847,4765,3142,3198,2094,210252,6158,20612,10368,8387,32387,-48,18175,difficult
913578,364345,49362,36546,44227,62699,33451,25712,-709712,-211566,-2534,-20872,-30789,-33979,-13998,-4847,-20042,-119102,-17150,-23116,-29126,-40359,-25213,-16793,easy
448366,95318,60561,43916,37984,41997,40301,23158,-98142,-47497,-53034,-33583,-34883,-35045,-36355,-18843,779774,54187,-34390,53818,-12762,20079,-7796,26136,difficult
883495,193829,61925,61973,17688,44697,35760,19878,851892,1493547,173954,49738,58950,66821,88355,66085,-14272,-112784,-33620,-26170,14826,-30718,437,-10162,easy
1944409,295913,59221,23100,27951,63552,36704,19415,-1488891,-262781,-29444,-3068,-19903,-37718,-8193,-12837,-1736503,-267181,-54628,-20995,-24205,-56022,-33368,-16525,difficult
537918,152095,21480,28174,8168,45481,16605,9642,-252707,-125233,1631,-19754,-3974,-35485,-12341,-6694,1877748,578532,97752,79853,35091,156647,109226,141309,easy
1001610,171932,49741,52986,21826,36384,26266,39933,-825723,-104912,-40687,-29682,-16200,-22985,-20535,-35655,-371042,291737,24739,32938,37121,30649,121552,-21182,difficult
1476072,254328,23789,45639,25213,41130,36993,33079,156098,-128039,46670,-40905,-2778,-7827,12483,-5879,156098,-128039,46670,-40905,-2778,-7827,12483,-5879,easy
250623,77080,43113,21282,7817,14044,24278,8123,985179,37338,-34731,-6783,-1861,-2276,-20023,-4072,748843,100798,-6743,6082,-52,42034,16755,16847,difficult
1272004,102907,38305,24550,23865,33871,39053,10413,-605576,-73424,-28759,-10307,-19741,-24380,-27309,-7362,-534538,15088,-34497,-20292,-7278,-8688,-25337,2886,easy
1130716,341671,196819,78812,137192,71885,63296,69054,-706939,-79562,-161076,-56814,-103075,-16635,-45660,-52497,-710950,26242,-194628,-27838,-115129,-18051,-14438,-49732,difficult
1651944,271716,25614,40745,49370,34842,47979,29347,-1389464,-33316,24916,-4788,-8644,10765,-16258,-5695,-890524,-211373,3097,-17916,-36873,-2076,-29531,-8650,easy
1475768,366511,90960,41088,88713,67560,56449,49714,-678826,-248368,-50389,7499,-75695,21984,-34358,-24610,575528,-197208,-15115,-34744,-76038,-39618,-20296,-31054,difficult
900261,201887,60335,19534,22585,38481,24384,21604,-254322,-154517,-56577,816,-20464,-35036,-18861,-11921,-757794,-182072,-12007,10002,-14217,-18828,-2588,-15263,easy
999520,507635,168454,39679,36176,76959,89659,23663,-810301,-501051,-165605,-30577,-32053,-67765,-87361,-20642,-949921,-488334,-167355,-38758,-35787,-76003,-88892,-22487,difficult
931703,172277,19425,25672,39502,24674,37005,28133,-55295,-31244,-10125,-10719,-30841,-18673,-30409,-22383,-759893,-149252,-18178,-22659,-37119,-17678,-34902,-25033,easy
612457,162993,19068,21201,8868,10568,9955,9569,563438,-138283,-12644,-17670,-3959,-2115,-1265,-6243,400289,38232,6994,74397,2119,28195,14117,4608,difficult
828275,120132,48558,20508,10506,13301,36779,10210,-246002,-70268,-44022,-11908,-8617,-6665,-28205,-7029,-769138,37202,-39679,-17075,-5910,-2599,-33381,-4208,easy
718067,123620,37933,15361,11471,29689,16149,15081,-635921,-111618,-34191,-11209,-9895,-28253,-14429,-14744,-93546,258880,-16560,-4384,12967,40778,14338,36299,difficult
2049528,505345,80454,145610,113867,126115,123255,45804,-836694,-89360,-52865,-115901,-100366,-104827,-100995,-22750,-1449749,-427849,-68867,-102199,-100633,-97837,-104962,-29303,easy
1251326,154191,53182,46267,24847,24645,51916,32583,43535,-117380,-48381,-38265,-23274,-19032,-47498,-28760,755793,178200,472092,233733,31273,288866,58075,8897,difficult
1127545,365120,306197,86515,38704,85706,124356,53695,-303863,-240963,-281731,-54345,-16327,-65745,-102489,-37473,-887266,-271250,-221675,-63544,-25755,-55375,-105828,-49308,easy
237564,243201,12454,58230,16400,30073,32651,17995,1467530,100022,-9346,-42714,-6582,-4928,2566,-3963,1571029,-63768,196030,7334,59780,37474,23866,45063,difficult
936595,172965,46367,44952,45071,25514,39354,26709,-348743,-63461,47553,-21042,-18403,13570,249,-20267,469352,-109242,-26703,-19142,-34076,-5679,-29090,-13921,easy
467295,81015,29848,19021,8928,30454,15831,4594,2048826,7632,-23757,34279,36897,10633,37874,59846,-332763,-66960,-23052,-14695,-5419,-25082,-13711,-2706,difficult
1001287,257986,30139,169605,63333,59548,72909,32280,-439726,84161,-6402,-134168,-9579,-29950,-31381,-7900,-437493,-122395,-8062,-133286,-26034,-2369,-23489,-22631,easy
94782,81174,14923,27688,13387,16722,7796,11085,86321,-37315,7351,25481,-2764,2077,-2822,-6420,176111,-62351,-9172,-13807,-8069,-12108,-6389,-7921,difficult
822852,200054,32518,61179,28978,42435,56797,21625,691299,-103280,-15181,-39718,-5797,2386,-7793,-10111,-384802,573438,-17681,-43997,-15312,-624,-31492,-3393,easy
521988,129701,27301,24250,20701,11711,23916,14338,-364895,-87184,-16974,-12996,-14594,-7657,-18459,-9840,-150488,-79826,-11741,-19851,-13724,1098,-10019,-6385,difficult
942347,161337,42296,12984,16147,51227,60710,13827,-826537,-138593,-33402,-4544,-13297,-42579,-47881,-10960,558712,851112,62038,115050,-4447,60623,20409,43191,easy
682632,439431,53555,36369,34428,45737,54255,32522,55302,-240081,-30072,-9571,-28074,-27846,-27467,-25212,1083108,-176822,236017,28864,116175,18024,86078,2771,difficult
821129,373415,12150,21926,17976,27053,29716,26943,-698404,-340182,-1941,-17203,-15492,-12564,-25903,-22190,207513,-326925,41881,-16323,-7826,-4694,-6600,-17728,easy
1322536,109316,27077,19126,7364,30537,19119,13286,-1193753,-55449,-24374,-16999,-5335,-26533,-17684,-11748,-1189188,-94225,-19601,-13931,-1849,-22840,-12808,-5652,difficult
1499321,297044,258294,61843,102784,91705,109344,59525,-545321,-68184,-231224,43662,-58351,-46571,-72540,-13132,-1290654,-268481,-255377,-55916,-98426,-80894,-104000,-54802,easy
692565,71300,19760,15360,26593,17361,27317,13067,533029,63936,37234,41499,37386,19049,-10228,-5441,1655503,437994,38010,14482,88405,69372,247,55426,difficult
1213973,115474,18559,20439,17239,25706,25988,29152,-1007896,-72092,-9154,-14149,-9986,-18569,-16045,-24600,316004,975684,-2301,101754,41001,10650,110767,24774,easy
635744,87420,41342,16644,9681,18130,32699,17031,1394512,57690,-9318,3344,-3998,19597,19782,-3096,-22245,88769,-35551,44779,18810,33681,-15844,3424,difficult
263090,61243,14713,32892,10875,8958,5423,6388,-217016,-50142,-14530,-30956,-10162,-7595,-4394,-5601,-254774,-38766,-11049,-28943,-5148,6694,9070,2824,easy
1303723,163651,320603,78736,37934,104798,45599,50441,-1071795,-8115,-295043,-76657,-35754,-94139,-37756,-44488,2217971,-99929,-255139,-51944,5914,-82276,-36261,-24251,difficult
272688,63207,21465,34166,13952,10437,6041,7250,-255845,-55200,-17223,24353,-7092,-4797,2402,-2421,484129,-5359,4001,-16869,118,7148,-552,-1008,easy
486106,255703,34364,14409,25186,42124,85459,26540,1655,-150723,-23007,-7903,-12822,-22099,-70376,-15622,882874,45522,-3227,63204,28288,91872,-9787,16547,difficult
344204,47767,19630,33311,7041,8016,5262,5385,213728,-3854,23462,-1542,-714,3523,1194,1251,-265544,-42948,-18562,-26206,-4860,-2606,961,-3274,easy
1061295,242111,83757,21579,26039,51534,46015,25122,843869,67743,136879,116428,69868,3324,61494,91511,511430,-89224,-65782,15251,-12489,-18657,-15499,-16312,difficult
564848,123750,159419,132073,26826,34704,97803,28589,67544,-104088,-130795,-115881,-19251,-26645,-93826,-25766,-550832,-121825,-156212,-129134,-25336,-32480,-96050,-27088,easy
412712,154282,29143,11845,10352,20742,14628,11559,224686,2424,-7484,21821,2253,-4692,21996,9270,-238572,-127954,-24534,-4470,-8634,-16300,-9981,-8418,difficult
1464038,183335,45787,22306,28035,44294,38947,34930,-1460995,-179744,-41068,-14313,-25393,-43161,-36508,-33886,-1163842,31511,44118,21796,-3855,5932,18266,-15810,easy
1078422,986246,204406,40656,68637,131384,109594,42675,-487779,-941349,-183396,-31090,-44323,-112331,-102004,-40232,206307,-833524,-116475,-18970,-57799,-111395,-90492,-34342,difficult
820304,115449,33649,42879,26644,19439,32717,18634,167226,9757,35364,-12498,684,27680,-4582,-4717,-661922,-67318,-30336,-37593,-21792,-13542,-26982,-16674,easy
972061,220495,67245,54441,31074,33207,67319,27020,-863686,-212964,-64823,-52924,-29241,-31239,-65384,-25376,-248196,-82502,-50648,-49616,-24959,-12657,-49515,-18218,difficult
1056767,136005,29559,22757,41855,27010,23843,12625,-725034,20021,18936,11091,23699,42962,28620,11779,-1033372,-119550,-27552,-15300,-40227,-24945,-20948,-10365,easy
629223,75695,26295,29150,13056,37657,14955,8712,2072070,18652,36321,-12241,-1198,21596,24791,2200,893666,15858,-5508,-7564,-7112,-22544,5919,6500,difficult
1069799,312793,102857,51359,33743,60583,58616,22034,-3531,-230063,-54445,-19304,-4647,-34831,-30657,-16091,-530823,188110,-85934,-976,-11491,-36658,-31879,-10759,easy
913560,224378,165275,28809,81300,54550,80212,39185,-597167,19806,-138838,16494,-47032,-29907,-51430,-29526,16484,-86338,-150359,43131,-58646,-17849,-45002,-21044,difficult
1114762,842737,164040,165674,61814,168707,64246,35286,-736142,-722672,-150739,-153045,-53175,-156581,-56454,-32690,21662,-361688,-131711,-141645,-16190,-133580,-33532,-13656,easy
1757258,320871,138572,56891,83199,77894,89244,45826,-656761,-201611,-106654,-8050,-21908,-51804,-68797,-8344,-1650688,-307092,-125077,-52510,-79291,-61277,-82952,-37914,difficult
737678,307774,18751,88523,27243,47630,30441,20986,32165,-264852,40020,-55453,-19645,-1613,-10979,-6307,771833,334434,40496,-39061,2293,32298,44459,26546,easy
1424761,196015,110931,62034,26468,22609,13805,36304,-1332329,-167754,-99882,-60250,-22944,-17140,-8815,-34984,-1383971,-173600,-107405,-60129,-23628,-19296,-11852,-35206,difficult
